problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
autobus,RUNTIME_ERROR,0,16.33%,0.000,0,,0,0,0,0,0
karte,TIME_LIMIT_EXCEEDED,11,37.31%,1.180,0.00390625,,0,11,0,0,0
bojanje,RUNTIME_ERROR,0,4.35%,0.000,0,,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
procesor,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
wow,RUNTIME_ERROR,0,5.56%,0.000,0,,0,0,0,0,0
zid,TIME_LIMIT_EXCEEDED,38,66.67%,1.120,2.6484375,,17,21,0,0,0
tornjevi,TIME_LIMIT_EXCEEDED,61,79.63%,2.210,46.22265625,,7,11,17,0,26
crtez,RUNTIME_ERROR,0,0.00%,0.090,2.07421875,,0,0,0,0,0
stablo,TIME_LIMIT_EXCEEDED,15,27.72%,4.210,119.69921875,,0,15,0,0,0
sah,ACCEPTED,50,100.00%,0.100,0.00390625,,13,19,18,0,0
benzinska,ACCEPTED,70,100.00%,0.180,3.8671875,,15,30,25,0,0
xor,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
cipele,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
tura,RUNTIME_ERROR,0,0.72%,0.070,2.078125,,0,0,0,0,0
paradoks,RUNTIME_ERROR,0,2.56%,0.000,0,,0,0,0,0,0
igre,TIME_LIMIT_EXCEEDED,19,42.86%,2.380,192.33984375,,6,13,0,0,0
razlicitost,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
blistavost,RUNTIME_ERROR,0,8.20%,0.070,1.5546875,,0,0,0,0,0
trokuti,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
osobna,ACCEPTED,50,100.00%,0.000,0,,25,15,10,0,0
skokovi,ACCEPTED,70,100.00%,0.200,12.125,,20,25,25,0,0
hijerarhija,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
uciteljica,RUNTIME_ERROR,0,1.64%,0.000,0,,0,0,0,0,0
zbunjenost,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,384,27.74%,,,16.00%,,,,,
