problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.000,0,,3,3,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.110,96.69140625,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,10.71%,0.070,38.421875,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,9,60.00%,51.47%,0.260,62.91015625,,3,6,0,0,0,0,0,0
s5,RUNTIME_ERROR,7,46.67%,68.75%,0.380,46.15625,,3,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.090,9.03515625,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,0.090,24.24609375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.160,32.4921875,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,29.46%,0.040,1.67578125,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,9.38%,0.100,16.68359375,,2,0,0,0,0,0,0,0
d2p3,ACCEPTED,25,100.00%,100.00%,0.160,15.21484375,,5,5,5,5,5,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.000,0,,2,2,2,9,0,0,0,0
TOTAL,,156,,61.34%,,,43.75%,,,,,,,,
