problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,3,20.00%,35.00%,0.040,0,,3,0,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.060,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,13.10%,0.050,8.7734375,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,6,40.00%,32.35%,0.260,32.234375,,0,6,0,0,0,0,0,0
s5,RUNTIME_ERROR,4,26.67%,50.00%,0.040,0.00390625,,0,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.110,31.98046875,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,0.120,54.66796875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.100,35.984375,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,27.68%,0.040,1.67578125,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,9.38%,0.160,35.19921875,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,43.40%,1.220,4.39453125,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,3,20.00%,35.00%,0.000,0,,3,0,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.040,0,,2,2,2,9,0,0,0,0
TOTAL,,121,,53.29%,,,37.50%,,,,,,,,
