problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
More_Gifts,ACCEPTED,100,100.00%,100.00%,0.480,313.93359375,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,16.0,21.0,18.0,19.0,0,0,0
Big_Persimmon,TIME_LIMIT_EXCEEDED,56,56.00%,73.47%,2.400,364.87109375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,19.0,15.0,0,0,0,0,0
Evidence_Board,MEMORY_LIMIT_EXCEEDED,7,7.00%,51.96%,1.500,418.109375,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0
Draw_Polygon_Lines,MEMORY_LIMIT_EXCEEDED,36,36.00%,55.60%,1.150,613.42578125,,0,0,4.0,3.0,3.0,3.0,3.0,2.0,0,3.0,0,0,0,0,0,0,0,0,0,7.0,4.0,4.0
Burenka_and_Pether,TIME_LIMIT_EXCEEDED,10,10.00%,38.96%,3.630,16.9453125,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost_Certainly,RUNTIME_ERROR,13,13.00%,17.39%,0.130,5.94140625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0
Three_Arrays,ACCEPTED,100,100.00%,100.00%,0.120,6.9609375,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,14.0,16.0,19.0,20.0,0,0,0
Parallel_Universes,TIME_LIMIT_EXCEEDED,30,30.00%,30.94%,2.410,3.8828125,,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,11.0,0,0,12.0,0,0
Paired_roads,RUNTIME_ERROR,0,0.00%,12.00%,0.150,22.8984375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legs_warm-up_exercise,TIME_LIMIT_EXCEEDED,10,10.00%,36.86%,7.250,18.93359375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard_problem,ACCEPTED,100,100.00%,100.00%,0.160,2.90625,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,14.0,19.0,9.0,1.0,9.0,25.0,0
Yet_another_queries,ACCEPTED,100,100.00%,100.00%,1.210,41.31640625,,0.0,19.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,11.0,13.0,12.0,9.0,10.0,9.0,0
Lunch,TIME_LIMIT_EXCEEDED,29,29.00%,69.44%,2.460,17.01953125,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0
Tournament,MEMORY_LIMIT_EXCEEDED,80,80.00%,97.15%,0.110,0.00390625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,12.0,9.0,10.0,9.0,8.0,10.0
You_need_to_train_more,ACCEPTED,100,100.00%,100.00%,0.130,3.359375,,0.0,18.0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,16.0,21.0,26.0,0,0,0,0
Colorful_graph,MEMORY_LIMIT_EXCEEDED,64,64.00%,89.01%,1.230,242.74609375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,15.0,16.0,14.0,0,0,0,0
Space_accident,ACCEPTED,100,100.00%,100.00%,0.120,2.1328125,,0.0,15.0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,10.0,15.0,24.0,20.0,0,0,0
TOTAL,,935,,68.99%,,,35.29%,,,,,,,,,,,,,,,,,,,,,,
