competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Mistral-Small-3.1-24B-2503,3870,13.86%,0.60,25.81,4.90%
APIO-2023,Mistral-Small-3.1-24B-2503,15,11.40%,1.62,85.06,0.00%
APIO-2024,Mistral-Small-3.1-24B-2503,0,0.00%,0.00,0.00,0.00%
BOI-2023,Mistral-Small-3.1-24B-2503,0,4.27%,0.02,1.38,0.00%
BOI-2024,Mistral-Small-3.1-24B-2503,21,15.68%,0.21,1.17,0.00%
BOI-2025,Mistral-Small-3.1-24B-2503,0,1.82%,0.18,14.69,0.00%
CCO-2023,Mistral-Small-3.1-24B-2503,57,26.52%,0.23,5.22,18.75%
CCO-2024,Mistral-Small-3.1-24B-2503,93,40.00%,0.72,8.16,37.50%
CEOI-2023,Mistral-Small-3.1-24B-2503,0,0.44%,0.05,0.00,0.00%
CEOI-2024,Mistral-Small-3.1-24B-2503,10,17.47%,1.50,10.95,0.00%
COCI-2023,Mistral-Small-3.1-24B-2503,360,23.74%,0.52,42.19,12.00%
COCI-2024,Mistral-Small-3.1-24B-2503,216,20.71%,0.35,27.71,12.00%
COCI-2025,Mistral-Small-3.1-24B-2503,259,18.39%,0.90,12.43,4.00%
EGOI-2023,Mistral-Small-3.1-24B-2503,42,9.20%,0.47,1.50,0.00%
EGOI-2024,Mistral-Small-3.1-24B-2503,0,6.67%,0.62,7.87,0.00%
EJOI-2023,Mistral-Small-3.1-24B-2503,5,2.74%,0.20,0.42,0.00%
EJOI-2024,Mistral-Small-3.1-24B-2503,24,12.48%,0.85,18.02,0.00%
IATI-2024,Mistral-Small-3.1-24B-2503,65,9.89%,0.06,1.04,0.00%
IOI-2023,Mistral-Small-3.1-24B-2503,0,2.26%,0.63,7.82,0.00%
IOI-2024,Mistral-Small-3.1-24B-2503,22,12.02%,0.21,411.08,0.00%
JOI-2023,Mistral-Small-3.1-24B-2503,0,6.57%,0.55,3.29,0.00%
JOI-2024,Mistral-Small-3.1-24B-2503,8,4.32%,0.17,3.59,0.00%
NOINordic-2023,Mistral-Small-3.1-24B-2503,107,62.85%,1.18,3.53,33.33%
NOINordic-2024,Mistral-Small-3.1-24B-2503,0,12.90%,0.14,3.70,0.00%
NOINordic-2025,Mistral-Small-3.1-24B-2503,0,1.27%,3.65,6.03,0.00%
OOI-2023,Mistral-Small-3.1-24B-2503,351,28.27%,0.42,38.97,5.88%
OOI-2024,Mistral-Small-3.1-24B-2503,301,25.31%,0.88,8.01,11.76%
RMI-2023,Mistral-Small-3.1-24B-2503,0,4.75%,0.35,2.37,0.00%
RMI-2024,Mistral-Small-3.1-24B-2503,113,28.88%,0.61,54.14,16.67%
USACO-2023,Mistral-Small-3.1-24B-2503,745,6.65%,0.45,8.40,0.00%
USACO-2024,Mistral-Small-3.1-24B-2503,704,6.84%,0.61,8.10,0.00%
USACO-2025,Mistral-Small-3.1-24B-2503,352,5.26%,0.32,3.31,0.00%
