problem,model,status,score,relative_score,%test passed,time,memory
2024-sp_Fish_3,deepseek-reasoner,TIME_LIMIT_EXCEEDED,9,9.00%,37.93%,2.400,3.62109375
2024-sp_Ski_2,deepseek-reasoner,RUNTIME_ERROR,0,0.00%,0.00%,0.160,0.00390625
2024-sp_Spy_3,deepseek-reasoner,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Board_Game,deepseek-reasoner,RUNTIME_ERROR,3,3.00%,8.07%,0.170,3.87109375
2024-sp_Tricolor_Lights,deepseek-reasoner,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,deepseek-reasoner,RUNTIME_ERROR,0,0.00%,38.46%,0.240,10.578125
2024-sp_Card_Collection,deepseek-reasoner,RUNTIME_ERROR,0,0.00%,6.06%,0.000,0
2024-sp_JOI_Tour,deepseek-reasoner,RUNTIME_ERROR,0,0.00%,9.74%,0.270,45.89453125
2024-sp_Tower,deepseek-reasoner,RUNTIME_ERROR,0,0.00%,0.00%,0.180,0.00390625
2024-sp_Escape_Route_2,deepseek-reasoner,TIME_LIMIT_EXCEEDED,6,6.00%,30.37%,2.430,5.6796875
2024-sp_Island_Hopping,deepseek-reasoner,RUNTIME_ERROR,65,65.00%,65.52%,0.170,1.55078125
2024-sp_Table_Tennis,deepseek-reasoner,RUNTIME_ERROR,0,0.00%,10.26%,0.170,0.00390625
