competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-oss-120b_sp3,39187,52.90%,0.47,31.50,36.93%
APIO-2023,gpt-oss-120b_sp3,31,22.70%,0.72,18.93,0.00%
APIO-2024,gpt-oss-120b_sp3,105,39.29%,0.11,10.56,33.33%
BOI-2023,gpt-oss-120b_sp3,147,50.91%,1.02,2.47,16.67%
BOI-2024,gpt-oss-120b_sp3,336,60.60%,0.20,40.90,50.00%
BOI-2025,gpt-oss-120b_sp3,32,12.40%,0.85,81.79,0.00%
CCO-2023,gpt-oss-120b_sp3,158,60.01%,0.06,9.75,50.00%
CCO-2024,gpt-oss-120b_sp3,157,58.15%,0.23,25.10,56.25%
CEOI-2023,gpt-oss-120b_sp3,40,11.65%,0.52,19.61,0.00%
CEOI-2024,gpt-oss-120b_sp3,60,49.59%,0.23,74.76,0.00%
COCI-2023,gpt-oss-120b_sp3,1683,78.01%,0.20,13.20,72.00%
COCI-2024,gpt-oss-120b_sp3,1442,71.12%,0.29,27.08,64.00%
COCI-2025,gpt-oss-120b_sp3,1440,73.46%,0.24,17.70,68.00%
EGOI-2023,gpt-oss-120b_sp3,300,37.50%,0.03,6.31,37.50%
EGOI-2024,gpt-oss-120b_sp3,362,61.66%,0.04,6.90,37.50%
EJOI-2023,gpt-oss-120b_sp3,176,38.12%,0.13,17.36,16.67%
EJOI-2024,gpt-oss-120b_sp3,319,57.69%,0.22,31.13,50.00%
IATI-2024,gpt-oss-120b_sp3,395,39.95%,0.19,19.36,30.00%
IOI-2023,gpt-oss-120b_sp3,22,10.67%,0.67,9.53,0.00%
IOI-2024,gpt-oss-120b_sp3,102,35.25%,1.13,10.08,0.00%
JOI-2023,gpt-oss-120b_sp3,366,37.69%,0.80,133.94,15.00%
JOI-2024,gpt-oss-120b_sp3,475,33.77%,0.20,9.29,20.00%
JOI-2025,gpt-oss-120b_sp3,346,76.95%,0.85,31.55,60.00%
NOINordic-2023,gpt-oss-120b_sp3,205,83.40%,1.65,34.62,66.67%
NOINordic-2024,gpt-oss-120b_sp3,129,66.45%,0.43,5.82,33.33%
NOINordic-2025,gpt-oss-120b_sp3,300,100.00%,0.91,42.64,100.00%
OOI-2023,gpt-oss-120b_sp3,972,63.68%,0.69,87.27,41.18%
OOI-2024,gpt-oss-120b_sp3,905,59.71%,0.29,36.76,47.06%
RMI-2023,gpt-oss-120b_sp3,265,61.80%,0.30,45.66,33.33%
RMI-2024,gpt-oss-120b_sp3,175,44.35%,0.45,33.06,16.67%
USACO-2023,gpt-oss-120b_sp3,11009,70.80%,0.41,38.43,62.50%
USACO-2024,gpt-oss-120b_sp3,9438,61.61%,0.53,42.30,45.83%
USACO-2025,gpt-oss-120b_sp3,7295,63.88%,0.44,24.21,58.33%
