problem,model,status,score,relative_score,%test passed,time,memory
2024-sp_Fish_3,Qwen2.5-Coder-14B-Instruct,TIME_LIMIT_EXCEEDED,0,0.00%,9.21%,2.410,10.58203125
2024-sp_Ski_2,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Spy_3,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Board_Game,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Tricolor_Lights,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,12.90%,0.000,0
2024-sp_Card_Collection,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,6.06%,0.160,0
2024-sp_JOI_Tour,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Tower,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,5,5.00%,52.63%,0.210,13.671875
2024-sp_Escape_Route_2,Qwen2.5-Coder-14B-Instruct,TIME_LIMIT_EXCEEDED,0,0.00%,4.59%,2.420,3.62109375
2024-sp_Island_Hopping,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Table_Tennis,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,10.26%,0.180,0.00390625
