Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-o3-mini-high,132.0,6,132.0,30.26,16.67,None,55,30.76923076923077,1,22.0
gemini-2.5-pro,121.0,6,121.0,34.64,0.0,None,60,24.358974358974358,2,20.17
deepseek-reasoner,100.0,6,100.0,24.36,16.67,None,66,16.666666666666668,3,16.67
gemini-2.5-flash,87.0,6,87.0,25.83,0.0,None,68,14.102564102564102,4,14.5
gpt-4.1,47.0,6,47.0,20.95,0.0,None,76,3.8461538461538463,5,7.83
Qwen2.5-Coder-32B-Instruct,14.0,6,14.0,8.25,0.0,None,78,1.2820512820512822,6,2.33
Qwen3-4B,12.0,6,12.0,6.31,0.0,None,79,0.0,7,2.0
Qwen3-30B,12.0,6,12.0,7.74,0.0,None,79,0.0,8,2.0
Qwen3-30B-Non-Thinking,0.0,6,0.0,4.47,0.0,None,79,0.0,9,0.0
Qwen3-4B-Non-Thinking,0.0,6,0.0,1.83,0.0,None,79,0.0,10,0.0
DeepSeek-R1-Distill-Qwen-32B,0.0,6,0.0,6.69,0.0,None,79,0.0,11,0.0
DeepSeek-R1-Distill-Llama-70B,0.0,6,0.0,3.31,0.0,None,79,0.0,12,0.0
Qwen3-32B,0.0,6,0.0,9.62,0.0,None,79,0.0,13,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,1.11,0.0,None,79,0.0,14,0.0
Llama-3.3-70B-Instruct,0.0,6,0.0,1.76,0.0,None,79,0.0,15,0.0
Qwen3-8B,0.0,6,0.0,6.3,0.0,None,79,0.0,16,0.0
Qwen3-32B-Non-Thinking,0.0,6,0.0,5.33,0.0,None,79,0.0,17,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,6,0.0,4.59,0.0,None,79,0.0,18,0.0
Qwen3-8B-Non-Thinking,0.0,6,0.0,3.53,0.0,None,79,0.0,19,0.0
Qwen3-14B,0.0,6,0.0,4.54,0.0,None,79,0.0,20,0.0
Codestral-22B-v0.1,0.0,6,0.0,1.54,0.0,None,79,0.0,21,0.0
Mistral-Small-3.1-24B-2503,0.0,6,0.0,1.82,0.0,None,79,0.0,22,0.0
QwQ-32B,0.0,6,0.0,7.48,0.0,None,79,0.0,23,0.0
Qwen3-14B-Non-Thinking,0.0,6,0.0,1.54,0.0,None,79,0.0,24,0.0
Qwen2.5-72B,0.0,6,0.0,1.82,0.0,None,79,0.0,25,0.0
Llama-3.1-8B-Instruct,0.0,6,0.0,1.64,0.0,None,79,0.0,26,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,6,0.0,1.82,0.0,None,79,0.0,27,0.0
deepseek-chat,0.0,6,0.0,6.58,0.0,None,79,0.0,28,0.0
Qwen2.5-Coder-14B-Instruct,0.0,6,0.0,3.58,0.0,None,79,0.0,29,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,6,0.0,0.55,0.0,None,79,0.0,30,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,79,0.0,31,0.0
Mistral-Large-Instruct-2411,0.0,6,0.0,4.26,0.0,None,79,0.0,32,0.0
