Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-o3-mini-high,110.0,1,110.0,100.0,100.0,None,141,43.54838709677419,1,110.0
gemini-2.5-pro,110.0,1,110.0,100.0,100.0,None,141,43.54838709677419,2,110.0
Qwen3-30B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,3,0.0
Qwen3-8B,0.0,1,0.0,0.92,0.0,None,222,10.887096774193548,4,0.0
gpt-4.1,0.0,1,0.0,0.92,0.0,None,222,10.887096774193548,5,0.0
gemini-2.5-flash,0.0,1,0.0,0.92,0.0,None,222,10.887096774193548,6,0.0
QwQ-32B,0.0,1,0.0,0.92,0.0,None,222,10.887096774193548,7,0.0
Qwen3-30B,0.0,1,0.0,0.92,0.0,None,222,10.887096774193548,8,0.0
deepseek-reasoner,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,9,0.0
Qwen2.5-Coder-32B-Instruct,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,10,0.0
Mistral-Small-3.1-24B-2503,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,11,0.0
Qwen3-4B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,12,0.0
Qwen2.5-Coder-14B-Instruct,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,13,0.0
Qwen2.5-Coder-7B-Instruct,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,14,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,15,0.0
Codestral-22B-v0.1,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,16,0.0
Llama-3.1-8B-Instruct,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,17,0.0
Qwen3-14B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,18,0.0
Qwen3-8B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,19,0.0
deepseek-chat,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,20,0.0
Qwen2.5-72B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,21,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,22,0.0
Qwen3-32B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,23,0.0
Mistral-Large-Instruct-2411,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,24,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,25,0.0
DeepSeek-R1-Distill-Qwen-32B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,26,0.0
Qwen3-14B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,27,0.0
Qwen3-4B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,28,0.0
DeepSeek-R1-Distill-Llama-70B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,29,0.0
Qwen3-32B,0.0,1,0.0,0.0,0.0,None,222,10.887096774193548,30,0.0
Llama-3.3-70B-Instruct,0.0,1,0.0,0.92,0.0,None,222,10.887096774193548,31,0.0
