Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,110.0,1,110.0,100.0,100.0,None,184,47.863247863247864,1,110.0
Qwen3-30B,15.0,1,15.0,62.5,0.0,None,346,1.7094017094017093,2,15.0
Qwen3-14B,15.0,1,15.0,62.5,0.0,None,346,1.7094017094017093,3,15.0
Qwen2.5-Coder-32B-Instruct,15.0,1,15.0,40.62,0.0,None,346,1.7094017094017093,4,15.0
Qwen2.5-Coder-14B-Instruct,15.0,1,15.0,40.62,0.0,None,346,1.7094017094017093,5,15.0
QwQ-32B,15.0,1,15.0,62.5,0.0,None,346,1.7094017094017093,6,15.0
Qwen3-32B,15.0,1,15.0,62.5,0.0,None,346,1.7094017094017093,7,15.0
gemini-2.5-flash,15.0,1,15.0,62.5,0.0,None,346,1.7094017094017093,8,15.0
Qwen3-32B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,9,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,10,0.0
deepseek-chat,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,11,0.0
Qwen3-30B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,12,0.0
gpt-4.1,0.0,1,0.0,14.06,0.0,None,347,1.4245014245014245,13,0.0
deepseek-reasoner,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,14,0.0
gpt-o3-mini-high,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,15,0.0
Qwen3-8B,0.0,1,0.0,46.88,0.0,None,347,1.4245014245014245,16,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,17,0.0
Mistral-Large-Instruct-2411,0.0,1,0.0,25.0,0.0,None,347,1.4245014245014245,18,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,19,0.0
Qwen2.5-Coder-7B-Instruct,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,20,0.0
Codestral-22B-v0.1,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,21,0.0
Qwen3-8B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,22,0.0
Llama-3.1-8B-Instruct,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,23,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,24,0.0
Qwen3-14B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,25,0.0
Qwen3-4B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,26,0.0
Llama-3.3-70B-Instruct,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,27,0.0
Qwen2.5-72B,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,28,0.0
Mistral-Small-3.1-24B-2503,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,29,0.0
DeepSeek-R1-Distill-Llama-70B,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,30,0.0
DeepSeek-R1-Distill-Qwen-32B,0.0,1,0.0,0.0,0.0,None,347,1.4245014245014245,31,0.0
Qwen3-4B,0.0,1,0.0,46.88,0.0,None,347,1.4245014245014245,32,0.0
