Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-o3-mini-high,120.0,1,120.0,100.0,100.0,Bronze,81,61.16504854368932,1,120.0
gemini-2.5-flash,120.0,1,120.0,100.0,100.0,Bronze,81,61.16504854368932,2,120.0
gemini-2.5-pro,120.0,1,120.0,100.0,100.0,Bronze,81,61.16504854368932,3,120.0
Qwen2.5-Coder-32B-Instruct,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,4,0.0
Qwen3-30B,0.0,1,0.0,14.71,0.0,None,163,21.359223300970875,5,0.0
Qwen3-4B,0.0,1,0.0,14.71,0.0,None,163,21.359223300970875,6,0.0
QwQ-32B,0.0,1,0.0,14.71,0.0,None,163,21.359223300970875,7,0.0
deepseek-reasoner,0.0,1,0.0,14.71,0.0,None,163,21.359223300970875,8,0.0
Qwen3-32B,0.0,1,0.0,14.71,0.0,None,163,21.359223300970875,9,0.0
Qwen3-14B,0.0,1,0.0,14.71,0.0,None,163,21.359223300970875,10,0.0
Codestral-22B-v0.1,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,11,0.0
Qwen3-14B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,12,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,13,0.0
Qwen2.5-Coder-14B-Instruct,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,14,0.0
Llama-3.3-70B-Instruct,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,15,0.0
Qwen3-30B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,16,0.0
Qwen2.5-72B,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,17,0.0
Mistral-Large-Instruct-2411,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,18,0.0
Qwen3-4B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,19,0.0
Qwen3-32B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,20,0.0
Qwen3-8B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,21,0.0
Qwen2.5-Coder-7B-Instruct,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,22,0.0
Llama-3.1-8B-Instruct,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,23,0.0
Mistral-Small-3.1-24B-2503,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,24,0.0
deepseek-chat,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,25,0.0
gpt-4.1,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,26,0.0
DeepSeek-R1-Distill-Llama-70B,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,27,0.0
DeepSeek-R1-Distill-Qwen-32B,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,28,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,29,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,1,0.0,0.0,0.0,None,163,21.359223300970875,30,0.0
Qwen3-8B,0.0,1,0.0,5.88,0.0,None,163,21.359223300970875,31,0.0
