Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-o3-mini-high,269.0,5,269.0,74.69,60.0,Gold,6,97.58454106280193,1,53.8
Qwen3-30B,240.0,5,240.0,63.95,60.0,Gold,11,95.16908212560386,2,48.0
QwQ-32B,230.0,5,230.0,60.77,60.0,Gold,12,94.68599033816425,3,46.0
gemini-2.5-flash,208.0,5,208.0,64.92,40.0,Silver,24,88.88888888888889,4,41.6
deepseek-reasoner,208.0,5,208.0,66.04,40.0,Silver,24,88.88888888888889,5,41.6
Qwen3-32B,208.0,5,208.0,66.04,40.0,Silver,24,88.88888888888889,6,41.6
gpt-4.1,208.0,5,208.0,62.67,40.0,Silver,24,88.88888888888889,7,41.6
gemini-2.5-pro,195.0,5,195.0,64.57,40.0,Silver,36,83.09178743961353,8,39.0
Qwen3-14B,195.0,5,195.0,56.78,40.0,Silver,36,83.09178743961353,9,39.0
DeepSeek-R1-Distill-Qwen-32B,195.0,5,195.0,61.26,40.0,Silver,36,83.09178743961353,10,39.0
DeepSeek-R1-Distill-Llama-70B,152.0,5,152.0,43.45,20.0,Bronze,90,57.00483091787439,11,30.4
deepseek-chat,133.0,5,133.0,47.59,40.0,Bronze,103,50.72463768115942,12,26.6
DeepSeek-R1-Distill-Qwen-14B,125.0,5,125.0,36.78,20.0,None,114,45.410628019323674,13,25.0
Qwen3-8B,122.0,5,122.0,39.05,20.0,None,114,45.410628019323674,14,24.4
Mistral-Large-Instruct-2411,102.0,5,102.0,37.08,20.0,None,149,28.502415458937197,15,20.4
Qwen2.5-72B,102.0,5,102.0,39.74,20.0,None,149,28.502415458937197,16,20.4
Qwen2.5-Coder-14B-Instruct,102.0,5,102.0,34.35,20.0,None,149,28.502415458937197,17,20.4
Qwen2.5-Coder-32B-Instruct,102.0,5,102.0,35.65,20.0,None,149,28.502415458937197,18,20.4
Qwen3-30B-Non-Thinking,102.0,5,102.0,35.12,20.0,None,149,28.502415458937197,19,20.4
Qwen3-14B-Non-Thinking,95.0,5,95.0,37.65,25.0,None,149,28.502415458937197,20,19.0
Qwen3-4B-Non-Thinking,95.0,5,95.0,31.17,20.0,None,149,28.502415458937197,21,19.0
DeepSeek-Coder-V2-Lite-Instruct,79.0,5,79.0,21.91,0.0,None,155,25.603864734299517,22,15.8
Qwen3-32B-Non-Thinking,77.0,5,77.0,41.16,20.0,None,155,25.603864734299517,23,15.4
Qwen3-4B,75.0,5,75.0,16.78,0.0,None,157,24.63768115942029,24,15.0
Codestral-22B-v0.1,57.0,5,57.0,25.86,20.0,None,163,21.73913043478261,25,11.4
Mistral-Small-3.1-24B-2503,57.0,5,57.0,25.45,20.0,None,163,21.73913043478261,26,11.4
Llama-3.3-70B-Instruct,57.0,5,57.0,25.58,20.0,None,163,21.73913043478261,27,11.4
Llama-3.1-8B-Instruct,50.0,5,50.0,21.29,20.0,None,171,17.8743961352657,28,10.0
Qwen2.5-Coder-7B-Instruct,50.0,5,50.0,20.86,20.0,None,171,17.8743961352657,29,10.0
Qwen3-8B-Non-Thinking,50.0,5,50.0,23.4,20.0,None,171,17.8743961352657,30,10.0
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.0,0.0,None,199,4.3478260869565215,31,0.0
