Rank,Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Competition Count,Avg Human Percentile,Avg Human Percentile (Competition)
1,gpt-5,11,69,3980.0,3927.0,56.91463768115943,65.15695652173913,41.54695652173913,5,2,4,11,8,81.83574982677214,79.30297275415779
2,grok-4-fast-reasoning,11,69,3298.0,3298.0,47.796086956521734,63.22014492753624,29.606666666666666,3,1,5,9,8,68.14672603138115,67.6192037207019
3,gpt-oss-120b-high,11,69,3461.0,3408.0,49.39231884057971,55.48130434782609,37.240144927536235,3,3,2,8,8,65.14482753168161,63.3646607513008
4,gemini-2.5-pro,11,69,3088.0,3052.0,44.23202898550725,57.24507246376811,26.1268115942029,1,4,3,8,8,64.50293434561279,65.23290750574876
5,gpt-oss-120b_sp4,11,69,2362.0,2309.0,33.46376811594203,40.77028985507247,21.920579710144928,0,2,5,7,8,48.80608646172666,43.44820116311436
6,gpt-oss-120b_sp2,11,69,2469.0,2416.0,35.014782608695654,43.858695652173914,24.67985507246377,1,2,3,6,8,46.77677242310018,43.12143402120463
7,gpt-oss-120b_sp1,11,69,2401.0,2348.0,34.028985507246375,43.48231884057971,21.77942028985507,0,3,3,6,8,49.20063126401949,46.397599291184775
8,gpt-oss-20b-medium,11,69,2125.0,2072.0,30.02753623188406,37.61797101449275,22.18173913043478,0,1,5,6,8,41.008848824080886,37.94265413018167
9,claude-sonnet-4.5,11,69,2069.0,2069.0,29.986231884057975,53.946521739130446,10.144637681159422,0,1,5,6,8,48.73770805433933,49.8007794681362
10,gpt-oss-120b-medium,11,69,2443.0,2390.0,34.63652173913044,43.44608695652174,24.679420289855074,0,3,2,5,8,47.11543345859547,43.74744058094909
11,gpt-o3-mini-high,11,69,2571.0,2518.0,36.49173913043478,47.58985507246377,24.839275362318844,0,2,3,5,8,52.78353191387465,50.75663215269452
12,gpt-oss-20b-high,11,69,2331.0,2278.0,33.0131884057971,48.240579710144935,28.061304347826088,0,2,3,5,8,49.13842906575287,44.470171403447935
13,gpt-oss-120b_sp3,11,69,2403.0,2350.0,34.05782608695652,42.690289855072464,24.79898550724638,1,2,1,4,8,46.46658635379171,44.00450650413207
14,gemini-2.5-flash,11,69,2230.0,2194.0,31.79666666666667,46.85260869565217,16.545362318840578,1,1,2,4,8,46.34934501189852,43.78772619226803
15,seed-oss_-1,11,69,2012.0,1976.0,28.638550724637682,40.5663768115942,16.72768115942029,0,2,2,4,8,39.397677757715876,38.71223203127907
16,seed-oss_16384,8,52,1773.0,1720.0,33.07769230769231,44.924230769230775,21.313846153846157,1,0,2,3,5,42.989572302951444,41.863320934601575
17,gpt-oss-120b-low,11,69,1727.0,1674.0,24.26086956521739,32.06565217391305,17.935652173913045,0,1,2,3,8,30.854221316653263,25.759079758442212
18,Qwen3-32B,10,64,1680.0,1627.0,25.42265625,42.38078125,10.458593749999999,0,1,2,3,7,34.70566503468022,31.170334245846824
19,deepseek-reasoner,11,69,1520.0,1467.0,21.262173913043476,34.595652173913045,9.82231884057971,0,0,3,3,8,29.589248265329026,27.047717137411617
20,Qwen3-14B,10,64,1400.0,1347.0,21.0475,32.938750000000006,12.020937499999999,0,0,3,3,7,27.27487870376566,23.824300883877065
21,seed-oss_8192,8,52,1377.0,1341.0,25.789615384615384,39.059038461538464,12.819230769230769,0,0,3,3,5,35.18782472290803,36.65563825273493
22,Qwen3-30B,9,58,1257.0,1204.0,20.757068965517238,35.182068965517246,9.960689655172414,0,0,3,3,6,29.20807016690166,28.67966524315857
23,gpt-oss-20b-low,11,69,1191.0,1138.0,16.49304347826087,24.67753623188406,9.821884057971014,0,0,3,3,8,23.37682825602155,21.570622715481786
24,Qwen3-8B,11,69,1136.0,1083.0,15.694347826086954,25.66144927536232,8.251594202898549,0,0,3,3,8,21.507055655438776,17.256523717491206
25,deepseek-chat,11,69,982.0,946.0,13.709855072463768,27.52550724637682,2.7372463768115938,0,0,3,3,8,22.289936929619042,20.8647673767583
26,seed-oss_4096,8,52,921.0,889.0,17.094615384615388,24.85461538461539,11.376923076923076,0,0,3,3,5,28.037411826391473,27.778652205469207
27,Qwen3-4B,11,69,882.0,829.0,12.014202898550725,21.340289855072466,5.635507246376811,0,0,3,3,8,17.751928021392214,14.606677472843508
28,gpt-4.1,11,69,1150.0,1114.0,16.145217391304346,30.94768115942029,2.7372463768115938,0,0,2,2,8,26.997328645858293,24.90181975377011
29,OpenCodeReasoning-Nemotron-32B-IOI,10,66,1062.0,1009.0,15.286969696969697,25.999848484848485,7.238333333333332,0,0,2,2,7,18.929957963588155,14.769886224174872
30,DeepSeek-R1-Distill-Llama-70B,11,69,933.0,880.0,12.752463768115943,23.24159420289855,5.635507246376811,0,0,2,2,8,20.431126502596296,18.49117380016607
31,QwQ-32B,11,69,769.0,716.0,10.377101449275361,39.186086956521734,4.025362318840579,0,0,2,2,8,22.089566011721402,21.550637421798974
32,OlympicCoder-7B,11,69,765.0,712.0,10.318550724637682,17.790289855072462,4.186376811594203,0,0,2,2,8,16.791295330126186,14.88665193204689
33,DeepSeek-R1-Distill-Qwen-32B,11,69,626.0,590.0,8.550434782608695,32.219130434782606,14.33159420289855,0,0,2,2,8,17.02490646928236,15.592969073427914
34,Qwen2.5-Coder-14B-Instruct,11,69,685.0,649.0,9.404202898550727,15.888840579710145,4.186376811594203,0,0,1,1,8,14.247230526850194,10.990540058367635
35,DeepSeek-R1-Distill-Qwen-14B,11,69,488.0,452.0,6.549565217391304,26.791449275362318,15.619710144927534,0,0,1,1,8,14.838331769704723,13.078243060283942
36,Qwen3-8B-Non-Thinking,11,69,452.0,416.0,6.028405797101449,10.954347826086957,2.8982608695652172,0,0,1,1,8,11.188342587494642,9.010874726743225
37,seed-oss_1024,8,52,429.0,411.0,7.905576923076922,13.09346153846154,3.84576923076923,0,0,1,1,5,17.440105298454505,17.05588540034466
38,Qwen3-32B-Non-Thinking,11,69,741.0,688.0,9.970579710144928,17.975507246376814,4.186376811594203,0,0,0,0,8,19.6401287286443,17.34641505923237
39,Qwen3-30B-Non-Thinking,11,69,602.0,566.0,8.20231884057971,13.890289855072464,2.7372463768115938,0,0,0,0,8,15.581058731931325,13.624518723827999
40,Llama-3.3-70B-Instruct,9,58,579.0,543.0,9.363275862068964,16.39844827586207,4.980344827586207,0,0,0,0,6,16.900511327599578,14.662592461771602
41,Qwen3-14B-Non-Thinking,11,69,537.0,484.0,7.014057971014492,12.225217391304346,4.186376811594203,0,0,0,0,8,15.172364463089819,13.217543962356581
42,Mistral-Small-3.1-24B-2503,11,69,511.0,475.0,6.884202898550725,11.887681159420287,2.7372463768115938,0,0,0,0,8,12.515510606975617,9.503207076768646
43,Mistral-Large-Instruct-2411,11,69,464.0,456.0,6.6085507246376824,13.921449275362322,1.4491304347826086,0,0,0,0,8,13.038947393329089,10.977585095473694
44,seed-oss_0,8,52,455.0,421.0,8.09596153846154,14.633076923076926,3.632115384615384,0,0,0,0,5,16.344291153914345,13.746187992590805
45,Qwen2.5-Coder-32B-Instruct,11,69,448.0,430.0,6.231159420289856,25.36710144927536,1.2881159420289854,0,0,0,0,8,14.253837622252512,11.932132625515736
46,Qwen2.5-72B,9,58,446.0,428.0,7.378103448275861,12.892413793103449,1.723965517241379,0,0,0,0,6,15.347199293796727,13.141821042280306
47,Codestral-22B-v0.1,11,69,433.0,415.0,6.014927536231884,9.525797101449275,4.00536231884058,0,0,0,0,8,10.969354440598197,7.459099002457541
48,Llama-4-Scout,11,69,409.0,409.0,5.92695652173913,9.838260869565216,4.186376811594203,0,0,0,0,8,12.024150707390724,9.125739099595922
49,seed-oss_2048,8,52,358.0,322.0,6.193076923076922,14.00980769230769,1.922884615384615,0,0,0,0,5,16.311863905752,15.94296053661777
50,Qwen3-4B-Non-Thinking,11,69,337.0,301.0,4.363188405797102,7.994347826086955,1.4491304347826086,0,0,0,0,8,11.023181377469427,8.76115083728679
51,DeepSeek-Coder-V2-Lite-Instruct,11,69,242.0,224.0,3.24536231884058,7.6463768115942035,1.2881159420289854,0,0,0,0,8,9.173625149565634,6.5777813524592235
52,seed-oss_512,8,52,239.0,231.0,4.442115384615385,10.477307692307694,1.922884615384615,0,0,0,0,5,13.50676582326933,12.13960105634004
53,Llama-3.1-8B-Instruct,11,69,223.0,190.0,2.7534782608695654,5.046811594202898,1.4491304347826086,0,0,0,0,8,8.230053085039785,6.145310822884877
54,Qwen2.5-Coder-7B-Instruct,10,66,202.0,202.0,3.0604545454545455,6.178030303030304,1.515,0,0,0,0,7,7.902063232283711,5.3532859652619935
55,DeepSeek-R1-Distill-Llama-8B,11,69,130.0,130.0,1.883913043478261,2.3721739130434782,1.4491304347826086,0,0,0,0,8,8.111588249689152,6.0910144400158375
56,claude-haiku-4.5,1,6,107.0,107.0,17.83,37.72,0.0,0,0,0,0,1,31.35593220338983,31.35593220338983
57,OlympicCoder-32B,1,6,34.0,34.0,5.669999999999999,11.669999999999998,0.0,0,0,0,0,1,10.169491525423728,10.169491525423728
58,DeepSeek-R1-Distill-Qwen-7B,9,56,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7,4.7413551284841144,5.0573001433934
