problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.110,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,2,13.33%,15.71%,0.080,3.6171875,,2,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.110,15.734375,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,0.00%,0.070,11.8671875,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.900,82.20703125,,5,5,7,8,0,0,0
d1p2,ACCEPTED,25,100.00%,100.00%,0.510,93.25,,3,4,5,6,7,0,0
d1p3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.00%,0.040,0.00390625,,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.00%,0.00%,0.230,66.7734375,,0,0,0,0,0,0,0
d2p3,RUNTIME_ERROR,0,0.00%,2.87%,0.100,68.578125,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.040,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.050,1.80078125,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,1.55078125,,1,4,5,5,0,0,0
TOTAL,,157,,57.54%,,,56.25%,,,,,,,
