problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Pareidolia,ACCEPTED,333,104.06%,100.00%,0.320,65.671875,,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
platinum_Good_Bitstrings,WRONG_ANSWER,0,0.00%,4.76%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Triples_of_Cows,MEMORY_LIMIT_EXCEEDED,137,42.41%,50.00%,0.730,301.8125,,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0,19.6078431372549,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0
gold_Custodial_Cleanup,WRONG_ANSWER,83,25.94%,27.78%,0.150,6.44921875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,0
gold_Pareidolia,ACCEPTED,333,103.42%,100.00%,0.130,3.22265625,,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,0,0,0,0,0,23.809523809523807,0,0,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807
gold_Tree_Merging,RUNTIME_ERROR,0,0.00%,0.00%,0.120,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Milk_Sum,ACCEPTED,333,100.91%,100.00%,0.190,4.91015625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
silver_Field_Day,ACCEPTED,333,103.10%,100.00%,0.140,3.6171875,,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,0,0,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805
silver_Pareidolia,ACCEPTED,333,100.91%,100.00%,0.120,1.67578125,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_FEB,ACCEPTED,333,103.10%,100.00%,0.120,1.5546875,,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0,19.6078431372549,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549
bronze_Moo_Language,WRONG_ANSWER,0,0.00%,0.00%,0.130,1.73046875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Rotate_and_Shift,ACCEPTED,333,102.78%,100.00%,0.120,3.10546875,,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,0,0,0,0,0,0,0,27.777777777777775,0,0,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
platinum_Tractor_Paths,ACCEPTED,333,100.91%,100.00%,0.410,89.98046875,,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0,0,0,22.22222222222222,0,0,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
platinum_Mana_Collection,ACCEPTED,333,100.91%,100.00%,0.510,91.3203125,,0,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515,15.15151515151515
platinum_Subtree_Activation,WRONG_ANSWER,100,31.25%,33.33%,0.140,13.00390625,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0
