problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Pareidolia,TIME_LIMIT_EXCEEDED,67,23.81%,4.420,13.125,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0,0
platinum_Good_Bitstrings,WRONG_ANSWER,33,14.29%,1.460,1.55859375,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0
platinum_Triples_of_Cows,TIME_LIMIT_EXCEEDED,39,25.00%,2.230,280.90625,,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0
gold_Custodial_Cleanup,WRONG_ANSWER,83,27.78%,0.080,6.453125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,0
gold_Pareidolia,ACCEPTED,333,100.00%,0.050,2.44921875,,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,0,0,0,0,0,23.809523809523807,0,0,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807
gold_Tree_Merging,WRONG_ANSWER,0,0.00%,0.040,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Milk_Sum,ACCEPTED,333,100.00%,0.120,8.7734375,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
silver_Field_Day,ACCEPTED,333,100.00%,0.080,7.80078125,,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,0,0,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805
silver_Pareidolia,ACCEPTED,333,100.00%,0.060,34.27734375,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_FEB,ACCEPTED,333,100.00%,0.050,1.921875,,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0,19.6078431372549,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549
