problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0.00390625,,3,3,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,33.33%,38.71%,1.300,0.00390625,,5,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.94%,0.040,1.5546875,,0,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,1.56%,1.710,0.00390625,,0,0,0,0,0,0,0,0
d1p1,RUNTIME_ERROR,0,0.00%,2.86%,0.170,12.90234375,,0,0,0,0,0,0,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,0.00%,0.95%,5.980,9.03515625,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,3.85%,0.180,13.0078125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,9,36.00%,47.32%,0.050,1.7109375,,1,3,0,5,0,0,0,0
d2p2,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,2.84765625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.040,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.050,0.00390625,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,40.00%,72.22%,0.040,0,,2,2,2,0,0,0,0,0
TOTAL,,77,,35.96%,,,18.75%,,,,,,,,
