problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
autobus,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
karte,TIME_LIMIT_EXCEEDED,11,15.71%,37.31%,1.210,0.00390625,,0,11,0,0,0
bojanje,RUNTIME_ERROR,0,0.00%,5.80%,0.060,0.00390625,,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
procesor,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
wow,RUNTIME_ERROR,0,0.00%,11.11%,0.050,0,,0,0,0,0,0
zid,TIME_LIMIT_EXCEEDED,38,54.29%,66.67%,1.210,2.58984375,,17,21,0,0,0
tornjevi,RUNTIME_ERROR,7,7.78%,18.52%,0.160,12.90234375,,7,0,0,0,0
crtez,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
sah,RUNTIME_ERROR,13,26.00%,29.41%,0.080,0.00390625,,13,0,0,0,0
benzinska,RUNTIME_ERROR,0,0.00%,28.00%,0.090,4.65625,,0,0,0,0,0
xor,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
cipele,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
tura,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
paradoks,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
igre,RUNTIME_ERROR,23,32.86%,26.53%,0.070,0.00390625,,0,0,23,0,0
razlicitost,MEMORY_LIMIT_EXCEEDED,22,24.44%,37.21%,0.180,5.42578125,,0,13,9,0,0
blistavost,RUNTIME_ERROR,0,0.00%,0.00%,0.060,1.55078125,,0,0,0,0,0
trokuti,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
osobna,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
skokovi,TIME_LIMIT_EXCEEDED,25,35.71%,41.67%,5.980,2.84375,,0,25,0,0,0
hijerarhija,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
uciteljica,RUNTIME_ERROR,0,0.00%,1.64%,0.000,0,,0,0,0,0,0
zbunjenost,RUNTIME_ERROR,0,0.00%,8.06%,0.070,2.07421875,,0,0,0,0,0
TOTAL,,139,,12.48%,,,0.00%,,,,,
