competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,2080,554,572,108,232,2821,225,224
APIO-2023,0,0,2,0,5,17,0,0
APIO-2024,2,0,0,0,11,6,0,5
BOI-2023,1,0,14,0,1,30,0,2
BOI-2024,17,0,0,0,0,31,0,0
BOI-2025,0,0,8,0,0,39,1,0
CCO-2023,43,0,3,1,0,72,0,9
CCO-2024,63,0,4,1,2,48,0,10
CEOI-2023,0,0,9,0,8,29,0,2
CEOI-2024,1,0,3,0,1,43,0,0
COCI-2023,104,0,7,3,8,63,8,7
COCI-2024,94,3,14,1,8,77,0,3
COCI-2025,94,1,12,2,14,61,16,0
EGOI-2023,16,0,6,0,2,31,8,1
EGOI-2024,12,0,3,0,4,34,9,2
EJOI-2023,3,0,13,0,0,29,0,3
EJOI-2024,21,0,9,0,3,14,0,1
IATI-2024,14,3,11,0,1,43,7,9
IOI-2023,0,0,0,2,2,40,0,4
IOI-2024,0,0,2,1,3,40,0,2
JOI-2023,16,0,16,1,7,108,5,7
JOI-2024,8,0,24,1,16,98,12,1
JOI-2025,13,0,1,1,3,17,0,5
NOINordic-2023,16,0,2,1,0,4,1,0
NOINordic-2024,8,0,3,0,0,13,0,0
NOINordic-2025,4,0,7,0,0,13,0,0
OOI-2023,34,0,10,7,0,76,3,6
OOI-2024,29,0,11,4,0,74,13,5
RMI-2023,6,0,1,3,1,37,0,0
RMI-2024,1,0,12,0,0,33,0,2
USACO-2023,190,100,32,12,3,39,0,8
USACO-2024,123,100,36,10,7,92,0,16
USACO-2025,114,71,27,5,6,60,0,5
