competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-oss-120b_sp2,40172,52.27%,0.46,29.03,36.46%
APIO-2023,gpt-oss-120b_sp2,101,37.35%,1.02,27.98,0.00%
APIO-2024,gpt-oss-120b_sp2,100,33.93%,0.17,34.79,33.33%
BOI-2023,gpt-oss-120b_sp2,181,48.20%,0.75,6.92,16.67%
BOI-2024,gpt-oss-120b_sp2,336,61.59%,0.17,27.36,50.00%
BOI-2025,gpt-oss-120b_sp2,51,14.00%,0.57,28.33,0.00%
CCO-2023,gpt-oss-120b_sp2,154,65.55%,0.10,20.02,56.25%
CCO-2024,gpt-oss-120b_sp2,157,57.99%,0.20,19.19,56.25%
CEOI-2023,gpt-oss-120b_sp2,20,7.34%,1.88,6.87,0.00%
CEOI-2024,gpt-oss-120b_sp2,168,58.25%,0.33,101.69,16.67%
COCI-2023,gpt-oss-120b_sp2,1635,74.41%,0.14,13.00,72.00%
COCI-2024,gpt-oss-120b_sp2,1514,73.74%,0.45,14.56,68.00%
COCI-2025,gpt-oss-120b_sp2,1404,71.95%,0.32,22.90,64.00%
EGOI-2023,gpt-oss-120b_sp2,300,37.50%,0.04,7.00,37.50%
EGOI-2024,gpt-oss-120b_sp2,325,49.35%,0.62,6.48,37.50%
EJOI-2023,gpt-oss-120b_sp2,270,46.84%,0.50,33.57,33.33%
EJOI-2024,gpt-oss-120b_sp2,319,57.69%,0.20,25.98,50.00%
IATI-2024,gpt-oss-120b_sp2,307,34.04%,0.23,14.13,18.18%
IOI-2023,gpt-oss-120b_sp2,42,16.89%,0.08,9.74,0.00%
IOI-2024,gpt-oss-120b_sp2,97,32.03%,0.77,10.18,0.00%
JOI-2023,gpt-oss-120b_sp2,471,44.89%,0.64,15.05,20.00%
JOI-2024,gpt-oss-120b_sp2,464,37.37%,0.50,73.03,20.00%
JOI-2025,gpt-oss-120b_sp2,249,61.79%,0.86,24.48,40.00%
NOINordic-2023,gpt-oss-120b_sp2,212,86.44%,0.17,51.95,66.67%
NOINordic-2024,gpt-oss-120b_sp2,112,54.89%,0.43,3.79,33.33%
NOINordic-2025,gpt-oss-120b_sp2,267,80.39%,0.86,42.08,66.67%
OOI-2023,gpt-oss-120b_sp2,1008,65.57%,0.29,97.89,47.06%
OOI-2024,gpt-oss-120b_sp2,961,61.62%,0.33,18.66,52.94%
RMI-2023,gpt-oss-120b_sp2,181,48.83%,0.26,60.66,16.67%
RMI-2024,gpt-oss-120b_sp2,213,52.01%,0.59,22.09,16.67%
USACO-2023,gpt-oss-120b_sp2,11212,71.72%,0.36,36.50,66.67%
USACO-2024,gpt-oss-120b_sp2,9846,63.53%,0.45,30.71,52.08%
USACO-2025,gpt-oss-120b_sp2,7495,64.95%,0.49,21.39,58.33%
