problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.00%,0.210,2.97265625,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,TIME_LIMIT_EXCEEDED,16,16.00%,79.23%,7.270,271.45703125,,4,12,0,0,0,0,0,0
2023-open-t3_Garden,TIME_LIMIT_EXCEEDED,0,0.00%,71.23%,2.450,18.82421875,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,100.00%,0.520,64.27734375,,10,28,30,32,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,13.33%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,6.00%,47.14%,0.180,2.8359375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,1.00%,12.90%,0.160,4.5703125,,1,0,0,0,0,0,0,0
2023-sp_Council,ACCEPTED,100,100.00%,100.00%,0.600,27.59375,,8,8,6,19,15,22,22,0
2023-sp_Mizuyokan_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,42.06%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,13.00%,71.59%,0.160,1.80859375,,6,7,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,35,35.00%,88.28%,4.840,28.109375,,5,5,7,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,5.95%,0.170,4.6484375,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,RUNTIME_ERROR,0,0.00%,5.17%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,100.00%,0.200,12.96875,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,100.00%,0.250,9.03125,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.170,10.078125,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,45.36%,2.980,1.8125,,3,0,0,0,0,0,0,0
TOTAL,,482,,46.27%,,,20.00%,,,,,,,,
