problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,0.000,0,,11,39,0,0,0
dirigent,ACCEPTED,70,100.00%,0.090,2.84765625,,15,20,35,0,0
baltazar,RUNTIME_ERROR,0,0.00%,0.090,1.57421875,,0,0,0,0,0
bomboni,ACCEPTED,110,100.00%,0.160,10.0625,,13,17,33,47,0
skrivaca,RUNTIME_ERROR,0,0.00%,0.110,15.4765625,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,0.000,0,,7,19,24,0,0
diskurs,ACCEPTED,70,100.00%,0.170,13.93359375,,20,25,25,0,0
logaritam,ACCEPTED,110,100.00%,0.030,0.00390625,,19,26,29,36,0
slasticarnica,TIME_LIMIT_EXCEEDED,79,77.50%,2.410,79.390625,,21,0,58,0,0
zastave,ACCEPTED,110,100.00%,0.070,2.07421875,,41,22,47,0,0
7krokods,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
zrinka,ACCEPTED,70,100.00%,0.120,1.55859375,,15,20,15,20,0
bojanje,ACCEPTED,110,100.00%,0.020,0.00390625,,30,40,40,0,0
mreza,ACCEPTED,110,100.00%,1.230,56.05859375,,21,29,60,0,0
vrsta,ACCEPTED,110,100.00%,0.110,7.484375,,19,26,29,36,0
tramvaji,ACCEPTED,50,100.00%,0.020,0.00390625,,12,13,25,0,0
ekspert,RUNTIME_ERROR,0,25.00%,0.020,0,,0,0,0,0,0
lampice,TIME_LIMIT_EXCEEDED,0,2.38%,3.620,6.78125,,0,0,0,0,0
prijateljice,ACCEPTED,110,100.00%,0.030,7.48046875,,20,30,60,0,0
kruhologija,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,0.000,0,,5,15,30,0,0
cokolade,ACCEPTED,70,100.00%,0.080,3.62109375,,15,20,35,0,0
berilij,RUNTIME_ERROR,0,9.09%,0.170,12.984375,,0,0,0,0,0
iksevi,RUNTIME_ERROR,0,0.00%,0.140,0.00390625,,0,0,0,0,0
neboderi,ACCEPTED,110,100.00%,0.270,169.6484375,,11,22,27,18,32
TOTAL,,1439,68.56%,,,64.00%,,,,,
