problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.030,3.015625,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.020,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,10.71%,0.180,98.88671875,,0,0,0,0,0,0,0,0
s4,ACCEPTED,15,100.00%,100.00%,0.330,32.23046875,,3,6,6,0,0,0,0,0
s5,RUNTIME_ERROR,3,20.00%,28.12%,0.040,3.4453125,,3,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.070,9.03515625,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,1.190,137.16015625,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.070,9.03125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,29.46%,0.020,1.49609375,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,9,36.00%,38.28%,0.100,17.0546875,,0,0,0,0,4,5,0,0
d2p3,ACCEPTED,25,100.00%,100.00%,0.260,26.671875,,5,5,5,5,5,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,ACCEPTED,15,100.00%,100.00%,0.040,1.8671875,,3,3,5,4,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.020,0.00390625,,2,2,2,9,0,0,0,0
TOTAL,,183,,69.58%,,,62.50%,,,,,,,,
