problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.020,1.48828125,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,TIME_LIMIT_EXCEEDED,0,71.23%,2.410,1.73046875,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,24.00%,0.020,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,62.35%,0.060,17.02734375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,16.13%,0.610,16.9375,,1,0,0,0,0,0,0,0
2023-sp_Council,TIME_LIMIT_EXCEEDED,41,90.46%,3.630,21.40625,,8,8,6,19,0,0,0,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.030,3.04296875,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,42.06%,0.020,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,6,62.61%,0.030,1.55078125,,6,0,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,28,81.22%,4.810,21.44921875,,5,5,0,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,8.72%,0.080,21.37890625,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,TIME_LIMIT_EXCEEDED,15,77.88%,2.420,2.84375,,5,10,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,0.080,18.8203125,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,0.130,9.03125,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,TIME_LIMIT_EXCEEDED,0,65.33%,2.430,2.2265625,,0,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,45.36%,2.980,1.8125,,3,0,0,0,0,0,0,0
TOTAL,,300,42.37%,,,10.00%,,,,,,,,
