problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,3,20.00%,35.00%,0.040,1.55859375,,3,0,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,13.10%,0.050,5.1640625,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.250,32.3359375,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,0.00%,1.56%,1.800,1.65234375,,0,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,3,12.00%,21.43%,1.210,5.41015625,,0,3,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,1.040,81.9921875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.150,9.01171875,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,26.79%,0.040,1.703125,,1,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,2,8.00%,9.38%,2.420,144.53515625,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,2.84765625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,3,20.00%,32.50%,0.040,0.00390625,,3,0,0,0,0,0,0,0
j5,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
TOTAL,,77,,35.44%,,,25.00%,,,,,,,,
