problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.120,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,2,13.33%,15.71%,0.050,3.62109375,,2,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,2,13.33%,20.35%,0.050,5.92578125,,2,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,1.090,107.765625,,5,5,7,8,0,0,0
d1p2,ACCEPTED,25,100.00%,100.00%,0.460,89.1328125,,3,4,5,6,7,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.00%,0.130,17.80078125,,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,0.00%,9.50%,4.820,31.9765625,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,6.90%,4.810,31.625,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.050,2.26953125,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,1.5546875,,1,4,5,5,0,0,0
TOTAL,,159,,59.53%,,,56.25%,,,,,,,
