competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,309,1124,1319,547,2234,5952,943,436
APIO-2023,0,0,4,4,6,10,0,0
APIO-2024,0,0,4,1,13,4,0,2
BOI-2023,0,0,2,0,11,31,1,3
BOI-2024,0,0,1,2,9,35,1,0
BOI-2025,0,0,7,4,5,24,4,4
CCO-2023,0,0,0,0,0,0,0,0
CCO-2024,0,0,0,0,0,0,0,0
CEOI-2023,0,0,6,1,15,22,2,2
CEOI-2024,0,0,2,1,12,28,3,2
COCI-2023,18,0,18,7,24,118,11,4
COCI-2024,23,5,21,6,22,114,2,7
COCI-2025,1,0,22,9,33,109,24,2
EGOI-2023,1,0,2,2,2,45,12,0
EGOI-2024,0,0,1,0,10,45,8,0
EJOI-2023,0,0,4,2,14,15,6,7
EJOI-2024,0,0,10,3,12,20,2,1
IATI-2024,0,4,8,4,13,42,15,2
IOI-2023,0,0,1,0,18,26,1,2
IOI-2024,0,0,2,1,21,21,0,3
JOI-2023,0,0,14,1,45,95,1,4
JOI-2024,2,0,5,4,47,88,4,10
JOI-2025,0,0,2,1,10,26,0,1
NOINordic-2023,0,0,2,0,2,12,2,6
NOINordic-2024,0,0,1,2,2,17,2,0
NOINordic-2025,0,0,2,2,10,10,0,0
OOI-2023,4,0,20,7,0,62,32,11
OOI-2024,2,0,13,6,0,66,38,11
RMI-2023,0,0,2,5,7,26,6,2
RMI-2024,2,0,1,4,12,25,2,2
USACO-2023,8,105,46,15,58,131,16,5
USACO-2024,1,91,49,22,69,121,21,10
USACO-2025,0,76,52,19,52,68,17,4
