competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,seed-oss_0,4903,15.04%,0.17,12.93,9.63%
APIO-2023,seed-oss_0,63,20.63%,0.35,19.88,0.00%
APIO-2024,seed-oss_0,0,0.60%,0.04,10.80,0.00%
BOI-2023,seed-oss_0,0,6.20%,0.41,1.16,0.00%
BOI-2024,seed-oss_0,1,3.13%,0.01,3.98,0.00%
BOI-2025,seed-oss_0,0,1.96%,0.23,10.40,0.00%
CCO-2023,seed-oss_0,15,100.00%,0.02,0.00,100.00%
CCO-2024,seed-oss_0,15,100.00%,0.00,0.00,100.00%
CEOI-2023,seed-oss_0,0,0.57%,0.02,0.25,0.00%
CEOI-2024,seed-oss_0,0,15.85%,0.62,203.89,0.00%
COCI-2023,seed-oss_0,200,16.61%,0.02,2.01,16.00%
COCI-2024,seed-oss_0,474,30.40%,0.14,3.48,28.00%
COCI-2025,seed-oss_0,163,14.64%,0.36,3.58,4.00%
EGOI-2023,seed-oss_0,100,15.07%,0.02,2.06,12.50%
EGOI-2024,seed-oss_0,16,13.86%,0.62,3.13,0.00%
EJOI-2023,seed-oss_0,0,0.27%,0.01,2.94,0.00%
EJOI-2024,seed-oss_0,11,8.40%,0.13,14.91,0.00%
IATI-2024,seed-oss_0,3,1.97%,0.07,1.83,0.00%
IOI-2023,seed-oss_0,5,1.65%,0.02,4.87,0.00%
IOI-2024,seed-oss_0,6,5.83%,0.27,7.03,0.00%
JOI-2023,seed-oss_0,7,9.19%,0.17,1.61,0.00%
JOI-2024,seed-oss_0,102,7.95%,0.15,1.96,5.00%
JOI-2025,seed-oss_0,0,1.32%,0.05,16.25,0.00%
NOINordic-2023,seed-oss_0,0,0.00%,0.00,0.00,0.00%
NOINordic-2024,seed-oss_0,0,6.21%,0.04,3.27,0.00%
NOINordic-2025,seed-oss_0,0,1.83%,0.03,0.95,0.00%
OOI-2023,seed-oss_0,309,25.65%,0.29,19.64,5.88%
OOI-2024,seed-oss_0,247,21.41%,0.54,24.30,11.76%
RMI-2023,seed-oss_0,6,8.33%,0.12,24.98,0.00%
RMI-2024,seed-oss_0,100,17.65%,0.05,4.17,16.67%
USACO-2023,seed-oss_0,1724,11.72%,0.09,4.06,6.25%
USACO-2024,seed-oss_0,1162,9.13%,0.37,12.33,2.08%
USACO-2025,seed-oss_0,174,3.10%,0.04,3.93,0.00%
