problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.270,5.28515625,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.060,0.00390625,,5,5,2,3,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.120,15.36328125,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,14.16%,0.090,2.84765625,,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,0,0.00%,35.71%,4.810,75.3046875,,0,0,0,0,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,1,4.00%,5.13%,0.150,37.9609375,,1,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,0.00%,9.50%,4.800,1210.30078125,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,6.90%,4.820,5.4453125,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.070,2.328125,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,3,20.00%,35.48%,0.040,2.07421875,,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,1.55078125,,1,4,5,5,0,0,0
TOTAL,,94,,44.30%,,,37.50%,,,,,,,
