problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,50.00%,0.040,0,,3,3,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,38.71%,1.150,0.00390625,,5,0,0,0,0,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s5,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,0,2.86%,1.130,12.69921875,,0,0,0,0,0,0,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,0.95%,5.540,9.03515625,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.150,3.36328125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,15.18%,0.040,1.7109375,,1,0,0,0,0,0,0,0
d2p2,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d2p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,50.00%,0.040,0.00390625,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,69,33.42%,,,18.75%,,,,,,,,
