competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,914,1032,1804,503,11536,4491,1892,772
APIO-2023,0,0,2,1,10,10,1,0
APIO-2024,0,0,1,0,17,4,0,2
BOI-2023,0,0,0,0,7,8,0,1
BOI-2024,0,0,3,0,31,13,0,1
BOI-2025,0,0,6,0,26,10,4,2
CCO-2023,0,0,0,0,3,5,0,0
CCO-2024,0,0,1,0,8,10,4,1
CEOI-2023,0,0,0,0,20,4,0,0
CEOI-2024,0,0,0,0,6,0,0,2
COCI-2023,0,0,1,0,3,3,0,1
COCI-2024,0,0,3,0,1,2,0,2
COCI-2025,0,0,0,0,4,4,0,0
EGOI-2023,0,0,0,0,5,13,4,2
EGOI-2024,0,0,1,1,3,11,8,0
EJOI-2023,0,0,0,0,7,0,0,1
EJOI-2024,0,0,6,1,29,9,0,3
IATI-2024,0,5,10,1,33,18,16,5
IOI-2023,0,0,0,0,5,10,0,1
IOI-2024,0,0,0,0,5,11,0,0
JOI-2023,1,0,6,4,86,43,8,4
JOI-2024,1,0,7,3,99,41,4,5
NOINordic-2023,0,0,1,4,5,9,5,0
NOINordic-2024,0,0,3,0,7,9,4,1
NOINordic-2025,0,0,4,1,11,8,0,0
OOI-2023,5,0,6,0,0,1,0,4
OOI-2024,4,0,12,9,0,37,73,1
RMI-2023,0,0,1,1,29,7,8,2
RMI-2024,0,0,4,1,15,12,13,3
USACO-2023,18,50,31,10,222,38,0,15
USACO-2024,14,35,48,6,220,46,0,15
USACO-2025,7,38,27,10,170,27,0,9
