competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,DeepSeek-R1-Distill-Qwen-14B,8300,14.25%,0.30,9.65,3.45%
APIO-2023,DeepSeek-R1-Distill-Qwen-14B,97,28.47%,0.72,35.28,0.00%
APIO-2024,DeepSeek-R1-Distill-Qwen-14B,5,5.95%,0.06,3.11,0.00%
BOI-2023,DeepSeek-R1-Distill-Qwen-14B,0,8.12%,0.01,0.78,0.00%
BOI-2024,DeepSeek-R1-Distill-Qwen-14B,22,20.08%,0.40,1.88,0.00%
BOI-2025,DeepSeek-R1-Distill-Qwen-14B,0,4.59%,0.78,30.82,0.00%
CCO-2023,DeepSeek-R1-Distill-Qwen-14B,2,13.10%,0.05,0.00,0.00%
CCO-2024,DeepSeek-R1-Distill-Qwen-14B,0,0.67%,0.04,5.07,0.00%
CEOI-2023,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
CEOI-2024,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
COCI-2023,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
COCI-2024,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
COCI-2025,DeepSeek-R1-Distill-Qwen-14B,13,25.00%,0.10,3.87,0.00%
EGOI-2023,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
EGOI-2024,DeepSeek-R1-Distill-Qwen-14B,0,6.23%,0.03,0.00,0.00%
EJOI-2023,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
EJOI-2024,DeepSeek-R1-Distill-Qwen-14B,35,9.99%,0.76,50.36,0.00%
IATI-2024,DeepSeek-R1-Distill-Qwen-14B,155,23.72%,0.11,4.86,0.00%
IOI-2023,DeepSeek-R1-Distill-Qwen-14B,5,9.37%,0.06,6.37,0.00%
IOI-2024,DeepSeek-R1-Distill-Qwen-14B,3,6.25%,0.17,2.13,0.00%
JOI-2023,DeepSeek-R1-Distill-Qwen-14B,115,15.94%,0.58,67.29,5.26%
JOI-2024,DeepSeek-R1-Distill-Qwen-14B,106,11.26%,0.31,1.30,5.00%
NOINordic-2023,DeepSeek-R1-Distill-Qwen-14B,91,55.85%,0.64,24.94,0.00%
NOINordic-2024,DeepSeek-R1-Distill-Qwen-14B,0,8.07%,0.47,3.78,0.00%
NOINordic-2025,DeepSeek-R1-Distill-Qwen-14B,67,15.55%,0.25,5.98,0.00%
OOI-2023,DeepSeek-R1-Distill-Qwen-14B,136,77.80%,1.20,1.78,50.00%
OOI-2024,DeepSeek-R1-Distill-Qwen-14B,444,31.88%,1.04,11.45,17.65%
RMI-2023,DeepSeek-R1-Distill-Qwen-14B,0,0.00%,0.00,0.00,0.00%
RMI-2024,DeepSeek-R1-Distill-Qwen-14B,0,8.71%,0.07,0.98,0.00%
USACO-2023,DeepSeek-R1-Distill-Qwen-14B,3118,22.19%,0.31,12.26,12.50%
USACO-2024,DeepSeek-R1-Distill-Qwen-14B,2758,20.05%,0.63,4.03,8.33%
USACO-2025,DeepSeek-R1-Distill-Qwen-14B,1128,12.77%,0.42,20.92,8.33%
