problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_23,subtask_24,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Identity_Theft,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Splitting_Haybales,TIME_LIMIT_EXCEEDED,17,5.31%,13.64%,2.480,2.015625,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Activating_Robots,RUNTIME_ERROR,0,0.00%,0.00%,0.140,1.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Cowreography,WRONG_ANSWER,100,31.25%,39.13%,0.140,12.12109375,,0,16.666666666666664,0,0,0,16.666666666666664,0,0,16.666666666666664,0,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
gold_Grass_Segments,WRONG_ANSWER,118,36.53%,45.00%,0.370,32.859375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0
gold_Smaller_Averages,TIME_LIMIT_EXCEEDED,104,32.50%,45.00%,2.420,306.2890625,,0,20.833333333333332,0,0,0,0,0,0,0,0,0,0,20.833333333333332,0,0,0,0,0,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,0
silver_Bessies_Interview,WRONG_ANSWER,33,10.31%,9.52%,0.170,4.91796875,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
silver_Painting_Fence_Posts,TIME_LIMIT_EXCEEDED,0,0.00%,6.67%,3.650,18.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_The_Winning_Gene,TIME_LIMIT_EXCEEDED,22,6.67%,6.25%,2.420,38.65625,,0,22.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Logical_Moos,RUNTIME_ERROR,69,22.12%,19.23%,0.210,8.59765625,,0,0,0,0,0,13.888888888888888,0,13.888888888888888,13.888888888888888,0,0,0,0,13.888888888888888,13.888888888888888,0,0,0,0,0,0,0,0,0,0
bronze_Walking_Along_a_Fence,TIME_LIMIT_EXCEEDED,167,50.61%,54.55%,2.410,10.4921875,,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,0,0,0,0
bronze_Farmer_Johns_Favorite_Permutation,WRONG_ANSWER,0,0.00%,0.00%,0.160,1.8125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Island_Vacation,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,0.330,306.2890625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Merging_Cells,TIME_LIMIT_EXCEEDED,100,31.25%,36.36%,2.470,44.69140625,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0
platinum_Mooball_Teams_III,RUNTIME_ERROR,0,0.00%,4.17%,0.200,7.09375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Walking_in_Manhattan,TIME_LIMIT_EXCEEDED,140,43.34%,45.00%,2.560,2.37109375,,0,17.543859649122805,0,0,0,0,0,0,0,0,0,0,17.543859649122805,0,0,0,0,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,0
gold_Cowmpetency,WRONG_ANSWER,0,0.00%,5.00%,0.130,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Nap_Sort,WRONG_ANSWER,0,0.00%,0.00%,0.140,2.84765625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Cowmpetency,WRONG_ANSWER,0,0.00%,8.33%,2.330,3.15234375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Potion_Farming,WRONG_ANSWER,48,14.91%,13.33%,0.150,12.19921875,,0,0,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0
