problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.120,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,5,5,2,3,0,0,0
s3,TIME_LIMIT_EXCEEDED,2,13.33%,17.14%,1.210,32.234375,,2,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.100,17.0234375,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,7.96%,0.060,4.39453125,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.890,82.203125,,5,5,7,8,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,0.00%,0.150,8.9765625,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.00%,0.070,0.00390625,,0,0,0,0,0,0,0
d2p1,ACCEPTED,25,100.00%,100.00%,0.050,0.00390625,,25,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.00%,0.00%,0.060,5.16796875,,0,0,0,0,0,0,0
d2p3,RUNTIME_ERROR,0,0.00%,1.15%,0.080,0.00390625,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.060,2.8984375,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,1.55078125,,1,4,5,5,0,0,0
TOTAL,,157,,58.02%,,,56.25%,,,,,,,
