problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
five,RUNTIME_ERROR,0,0.00%,0.00%,0.110,2.07421875,,0,0,0,0,0,0,0,0
game,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
lexgcd,TIME_LIMIT_EXCEEDED,0,0.00%,3.31%,1.830,1.81640625,,0,0,0,0,0,0,0,0
ones,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
travel,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
aquarelle,RUNTIME_ERROR,0,0.00%,1.23%,0.110,7.765625,,0,0,0,0,0,0,0,0
parentheses,TIME_LIMIT_EXCEEDED,0,0.00%,3.10%,0.370,3.75,,0,0,0,0,0,0,0,0
tolls,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
twins,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
walk,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
xy,RUNTIME_ERROR,0,0.00%,0.00%,0.120,2.859375,,0,0,0,0,0,0,0,0
TOTAL,,0,,0.69%,,,0.00%,,,,,,,,
