problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,100.00%,0.050,0,,17,19,14,0,0
vrsar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
milano,RUNTIME_ERROR,0,0.00%,9.52%,0.090,7.71875,,0,0,0,0,0
restorani,TIME_LIMIT_EXCEEDED,0,0.00%,0.68%,2.410,43.99609375,,0,0,0,0,0
cesta,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zlagalica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bitovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
piratski,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
rolete,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,2.420,2.50390625,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,22,16,0,0
knjige,RUNTIME_ERROR,0,0.00%,3.57%,0.070,4.39453125,,0,0,0,0,0
lepeze,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
putovanje,RUNTIME_ERROR,0,0.00%,4.32%,0.070,4.12890625,,0,0,0,0,0
roboti,TIME_LIMIT_EXCEEDED,0,0.00%,9.09%,2.410,251.375,,0,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,100.00%,0.050,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.080,6.19140625,,7,16,22,25,0
dizalo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kuglice,MEMORY_LIMIT_EXCEEDED,0,0.00%,2.70%,0.340,613.5703125,,0,0,0,0,0
zatopljenje,TIME_LIMIT_EXCEEDED,10,9.09%,42.50%,2.430,5.16796875,,10,0,0,0,0
sudoku,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
labirint,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
an2dl,TIME_LIMIT_EXCEEDED,29,26.36%,83.33%,4.810,311.703125,,12,17,0,0,0
kocke,RUNTIME_ERROR,0,0.00%,13.33%,0.110,183.57421875,,0,0,0,0,0
mostovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,259,,22.76%,,,16.00%,,,,,
