problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
More_Gifts,ACCEPTED,100,100.00%,100.00%,0.180,220.2890625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,16.0,21.0,18.0,19.0,0,0,0
Big_Persimmon,TIME_LIMIT_EXCEEDED,56,56.00%,74.75%,2.410,537.2890625,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,19.0,15.0,0,0,0,0,0
Evidence_Board,RUNTIME_ERROR,7,7.00%,8.09%,0.120,30.828125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0
Draw_Polygon_Lines,RUNTIME_ERROR,53,53.00%,82.19%,0.040,0.00390625,,0,0,4.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,0,3.0,2.0,0,0,0,0,7.0,4.0,4.0
Burenka_and_Pether,RUNTIME_ERROR,14,14.00%,19.16%,0.290,56.20703125,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0
Almost_Certainly,RUNTIME_ERROR,13,13.00%,15.94%,0.090,24.2421875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0
Three_Arrays,ACCEPTED,100,100.00%,100.00%,0.040,5.1640625,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,14.0,16.0,19.0,20.0,0,0,0
Parallel_Universes,RUNTIME_ERROR,19,19.00%,20.86%,0.120,40.58984375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,8.0
Paired_roads,RUNTIME_ERROR,0,0.00%,12.60%,0.160,31.42578125,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legs_warm-up_exercise,MEMORY_LIMIT_EXCEEDED,0,0.00%,5.32%,0.190,593.23046875,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard_problem,ACCEPTED,100,100.00%,100.00%,0.050,2.7890625,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,14.0,19.0,9.0,1.0,9.0,25.0,0
Yet_another_queries,ACCEPTED,100,100.00%,100.00%,1.020,105.55859375,,0.0,19.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,11.0,13.0,12.0,9.0,10.0,9.0,0
Lunch,RUNTIME_ERROR,46,46.00%,75.81%,0.070,8.20703125,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,17.0,0,0,0,0,0
Tournament,ACCEPTED,100,100.00%,100.00%,0.010,0,,0.0,14.0,9.0,0,0,0,0,0,0,0,0,0,8.0,0,0,11.0,12.0,9.0,10.0,9.0,8.0,10.0
You_need_to_train_more,ACCEPTED,100,100.00%,100.00%,0.030,2.84765625,,0.0,18.0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,16.0,21.0,26.0,0,0,0,0
Colorful_graph,ACCEPTED,100,100.00%,100.00%,0.050,3.359375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,15.0,16.0,14.0,13.0,12.0,11.0,0
Space_accident,ACCEPTED,100,100.00%,100.00%,0.030,2.07421875,,0.0,15.0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,10.0,15.0,24.0,20.0,0,0,0
TOTAL,,1008,,65.57%,,,47.06%,,,,,,,,,,,,,,,,,,,,,,
