problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,3,32.50%,0.040,0.00390625,,3,0,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,38.71%,1.120,0.00390625,,5,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,TIME_LIMIT_EXCEEDED,0,1.47%,1.660,1.5546875,,0,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,0.040,2.39453125,,0,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,0,5.71%,1.140,9.03515625,,0,0,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.95%,0.100,27.59375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.080,3.3046875,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,15.18%,0.040,1.49609375,,1,0,0,0,0,0,0,0
d2p2,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d2p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,3,32.50%,0.040,0.00390625,,3,0,0,0,0,0,0,0
j5,RUNTIME_ERROR,0,11.11%,0.040,0,,0,0,0,0,0,0,0,0
TOTAL,,57,27.68%,,,18.75%,,,,,,,,
