problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0,,3,3,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,1.484375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,15.48%,0.120,5.16796875,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.230,32.6015625,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,4,26.67%,57.81%,1.800,2.34765625,,0,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.190,24.24609375,,3,3,4,4,4,7,0,0
d1p2,MEMORY_LIMIT_EXCEEDED,0,0.00%,1.90%,1.690,777.125,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.590,359.8828125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,29.46%,0.050,1.70703125,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.00%,1.56%,0.090,13.66796875,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,5.66%,1.240,4.39453125,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0.00390625,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,40.00%,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,113,,50.91%,,,31.25%,,,,,,,,
