problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5
autobus,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
karte,ACCEPTED,70,100.00%,100.00%,0.150,0.00390625,,18,11,24,17,0,0
bojanje,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
procesor,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
wow,RUNTIME_ERROR,0,0.00%,5.56%,0.000,0,,0,0,0,0,0,0
zid,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
tornjevi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
crtez,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
sah,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
benzinska,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
xor,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
cipele,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
tura,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
paradoks,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
igre,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
razlicitost,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
blistavost,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
trokuti,RUNTIME_ERROR,13,10.83%,25.00%,0.130,12.12109375,,13,0,0,0,0,0
osobna,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
skokovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
hijerarhija,RUNTIME_ERROR,22,24.44%,30.56%,0.480,2.58984375,,7,0,0,15,0,0
uciteljica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
zbunjenost,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
TOTAL,,105,,6.44%,,,4.00%,,,,,,
