problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,0.050,0.00390625,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.10%,0.130,5.16796875,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,1.47%,0.070,16.765625,,0,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,25.00%,1.710,2.84375,,0,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,14,68.57%,1.120,62.2890625,,3,3,4,4,0,0,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,1.90%,5.510,12.90234375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.200,26.3984375,,0,0,0,0,0,0,0,0
d2p1,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,2.34%,2.220,1109.21484375,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,3.77%,1.120,4.39453125,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,94,43.64%,,,25.00%,,,,,,,,
