problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Identity_Theft,MEMORY_LIMIT_EXCEEDED,0,0.00%,4.00%,0.740,612.69921875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Splitting_Haybales,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Activating_Robots,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Cowreography,RUNTIME_ERROR,0,0.00%,4.35%,0.140,12.34765625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Grass_Segments,TIME_LIMIT_EXCEEDED,0,0.00%,5.00%,2.480,6.7109375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Smaller_Averages,TIME_LIMIT_EXCEEDED,104,32.50%,45.00%,2.470,3.359375,,0,20.833333333333332,0,0,0,0,0,0,0,0,0,0,20.833333333333332,0,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,0
silver_Bessies_Interview,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Painting_Fence_Posts,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_The_Winning_Gene,TIME_LIMIT_EXCEEDED,67,20.30%,25.00%,2.520,1.55078125,,0,22.22222222222222,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,22.22222222222222,0,0,0,0,0,0
bronze_Logical_Moos,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Walking_Along_a_Fence,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Farmer_Johns_Favorite_Permutation,WRONG_ANSWER,0,0.00%,0.00%,0.180,2.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Island_Vacation,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Merging_Cells,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Mooball_Teams_III,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Walking_in_Manhattan,TIME_LIMIT_EXCEEDED,0,0.00%,5.00%,2.500,10.58203125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Cowmpetency,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,0.130,1.69921875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Nap_Sort,WRONG_ANSWER,0,0.00%,0.00%,0.170,13.2890625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Cowmpetency,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Potion_Farming,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Cowlendar,TIME_LIMIT_EXCEEDED,139,42.90%,35.71%,2.420,14.1796875,,0,0,0,27.777777777777775,27.777777777777775,0,0,0,0,0,0,0,0,0,0,27.777777777777775,27.777777777777775,0,27.777777777777775,0,0
bronze_Majority_Opinion,WRONG_ANSWER,24,7.45%,6.67%,0.140,1.81640625,,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Cannonball,TIME_LIMIT_EXCEEDED,241,74.38%,75.00%,2.490,2.0703125,,0,0,18.51851851851852,18.51851851851852,0,18.51851851851852,18.51851851851852,18.51851851851852,0,0,0,0,18.51851851851852,0,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852
