problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.110,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.090,15.734375,,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,2,13.33%,22.12%,1.210,20.375,,2,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,1.060,91.046875,,5,5,7,8,0,0,0
d1p2,ACCEPTED,25,100.00%,100.00%,0.490,134.85546875,,3,4,5,6,7,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.00%,0.100,19.34375,,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.00%,0.040,1.5546875,,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.00%,0.56%,0.080,13.41796875,,0,0,0,0,0,0,0
d2p3,MEMORY_LIMIT_EXCEEDED,0,0.00%,5.75%,0.380,96.27734375,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.010,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.010,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.000,2.265625,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.000,1.5546875,,1,4,5,5,0,0,0
TOTAL,,157,,58.15%,,,56.25%,,,,,,,
