problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,0,17.78%,0.090,2.5859375,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,0.380,64.421875,,10,28,30,32,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,40.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,59.76%,0.840,48.3359375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,12.90%,0.110,11.48046875,,1,0,0,0,0,0,0,0
2023-sp_Council,ACCEPTED,100,100.00%,0.580,195.171875,,8,8,6,19,15,22,22,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.130,32.85546875,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,18.07%,0.050,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,70.88%,0.050,1.55078125,,6,7,0,0,0,0,0,0
2023-sp_Tourism,ACCEPTED,100,100.00%,4.280,29.890625,,5,5,7,18,24,41,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,50,78.68%,0.180,35.18359375,,12,13,12,13,0,0,0,0
2023-sp_Bitaro’s_travel,RUNTIME_ERROR,0,5.17%,0.050,0.00390625,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,0.080,13.671875,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,0.150,9.03125,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,43.10%,0.060,9.39453125,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,ACCEPTED,100,100.00%,0.270,57.49609375,,7,7,7,10,20,23,26,0
2023-ho-t5_Modern_Machine,RUNTIME_ERROR,3,47.92%,0.230,47.69921875,,3,0,0,0,0,0,0,0
TOTAL,,681,49.71%,,,30.00%,,,,,,,,
