competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-14B-Non-Thinking,6406,13.59%,0.61,81.10,2.57%
APIO-2023,Qwen3-14B-Non-Thinking,31,23.10%,0.96,805.54,0.00%
APIO-2024,Qwen3-14B-Non-Thinking,5,7.74%,0.25,4.68,0.00%
BOI-2023,Qwen3-14B-Non-Thinking,0,4.28%,0.01,0.55,0.00%
BOI-2024,Qwen3-14B-Non-Thinking,21,14.26%,0.24,2.59,0.00%
BOI-2025,Qwen3-14B-Non-Thinking,0,1.54%,0.13,19.99,0.00%
CCO-2023,Qwen3-14B-Non-Thinking,17,11.98%,0.11,0.13,0.00%
CCO-2024,Qwen3-14B-Non-Thinking,30,20.50%,0.11,123.58,20.00%
CEOI-2023,Qwen3-14B-Non-Thinking,0,0.44%,0.02,1.81,0.00%
CEOI-2024,Qwen3-14B-Non-Thinking,30,28.92%,1.34,211.54,0.00%
COCI-2023,Qwen3-14B-Non-Thinking,261,21.37%,0.28,29.99,12.50%
COCI-2024,Qwen3-14B-Non-Thinking,174,17.46%,0.49,15.13,8.70%
COCI-2025,Qwen3-14B-Non-Thinking,261,19.48%,0.74,21.17,9.09%
EGOI-2023,Qwen3-14B-Non-Thinking,23,4.12%,0.92,2.61,0.00%
EGOI-2024,Qwen3-14B-Non-Thinking,20,14.50%,0.32,97.22,0.00%
EJOI-2023,Qwen3-14B-Non-Thinking,5,2.76%,0.42,20.07,0.00%
EJOI-2024,Qwen3-14B-Non-Thinking,66,17.13%,1.04,3.20,0.00%
IATI-2024,Qwen3-14B-Non-Thinking,45,5.56%,0.17,5.44,0.00%
IOI-2023,Qwen3-14B-Non-Thinking,39,12.39%,0.57,3.55,0.00%
IOI-2024,Qwen3-14B-Non-Thinking,28,16.66%,0.75,984.49,0.00%
JOI-2023,Qwen3-14B-Non-Thinking,0,5.45%,0.24,3.24,0.00%
JOI-2024,Qwen3-14B-Non-Thinking,36,10.47%,0.13,6.76,0.00%
JOI-2025,Qwen3-14B-Non-Thinking,0,4.50%,0.66,12.12,0.00%
NOINordic-2023,Qwen3-14B-Non-Thinking,59,40.74%,1.99,11.86,0.00%
NOINordic-2024,Qwen3-14B-Non-Thinking,0,5.56%,0.53,5.92,0.00%
NOINordic-2025,Qwen3-14B-Non-Thinking,24,16.72%,2.60,2.96,0.00%
OOI-2023,Qwen3-14B-Non-Thinking,281,25.48%,0.59,23.33,11.76%
OOI-2024,Qwen3-14B-Non-Thinking,252,22.10%,1.18,7.20,11.76%
RMI-2023,Qwen3-14B-Non-Thinking,0,1.33%,0.06,18.70,0.00%
RMI-2024,Qwen3-14B-Non-Thinking,44,19.15%,0.35,80.48,0.00%
USACO-2023,Qwen3-14B-Non-Thinking,2510,18.15%,0.95,21.99,6.38%
USACO-2024,Qwen3-14B-Non-Thinking,1315,10.81%,0.60,26.15,2.08%
USACO-2025,Qwen3-14B-Non-Thinking,829,10.17%,0.91,21.33,0.00%
