problem_id,model,solution_file,status,score,relative_score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,Qwen3-14B-Non-Thinking,abc_Qwen3-14B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.080,5.74609375
APIO-2023-contest-abc,Qwen3-14B-Non-Thinking,abc_Qwen3-14B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.130,12.125
APIO-2023-contest-abc,Qwen3-14B-Non-Thinking,abc_Qwen3-14B-Non-Thinking_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.080,5.73828125
APIO-2023-contest-abc,Qwen3-14B-Non-Thinking,abc_Qwen3-14B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.130,12.42578125
APIO-2023-contest-abc,Qwen3-14B-Non-Thinking,abc_Qwen3-14B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_0.cpp,MEMORY_LIMIT_EXCEEDED,15,15.00%,19.51%,1.030,2374.97265625
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_1.cpp,MEMORY_LIMIT_EXCEEDED,20,20.00%,24.39%,1.070,2451.28515625
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_2.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,1.040,2455.15234375
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_3.cpp,MEMORY_LIMIT_EXCEEDED,15,15.00%,19.51%,1.080,2449.4765625
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_4.cpp,MEMORY_LIMIT_EXCEEDED,20,20.00%,24.39%,1.050,2411.8359375
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_5.cpp,MEMORY_LIMIT_EXCEEDED,15,15.00%,19.51%,1.030,2320.05859375
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_6.cpp,MEMORY_LIMIT_EXCEEDED,15,15.00%,20.73%,1.070,2408.48828125
APIO-2023-contest-cyberland,Qwen3-14B-Non-Thinking,cyberland_Qwen3-14B-Non-Thinking_7.cpp,MEMORY_LIMIT_EXCEEDED,15,15.00%,19.51%,1.010,2407.71484375
APIO-2023-contest-sequence,Qwen3-14B-Non-Thinking,sequence_Qwen3-14B-Non-Thinking_0.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,44.92%,1.820,4.78125
APIO-2023-contest-sequence,Qwen3-14B-Non-Thinking,sequence_Qwen3-14B-Non-Thinking_1.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,44.92%,1.890,4.65625
APIO-2023-contest-sequence,Qwen3-14B-Non-Thinking,sequence_Qwen3-14B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,44.92%,1.910,46.8125
