problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.120,8.9765625,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,ACCEPTED,15,100.00%,100.00%,0.130,26.8203125,,2,3,3,7,0,0,0
s5,RUNTIME_ERROR,0,0.00%,17.70%,0.050,4.39453125,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,1.100,107.76953125,,5,5,7,8,0,0,0
d1p2,ACCEPTED,25,100.00%,100.00%,0.440,85.5390625,,3,4,5,6,7,0,0
d1p3,RUNTIME_ERROR,1,4.00%,5.13%,0.070,0.00390625,,1,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.00%,0.040,0.00390625,,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.00%,0.00%,0.060,9.03515625,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,2.30%,4.820,44.421875,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.050,2.3125,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.040,1.5546875,,1,4,5,5,0,0,0
TOTAL,,171,,64.07%,,,62.50%,,,,,,,
