problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,0.310,5.16796875,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,0.060,0.00390625,,5,5,2,3,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,2.00%,0.140,16.4609375,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,14.16%,0.110,2.84765625,,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,5,23.21%,4.440,99.5234375,,5,0,0,0,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,1.15%,4.410,28.25,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.050,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.090,2.34375,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,12,80.65%,0.070,5.16796875,,3,0,5,4,0,0,0
j5,ACCEPTED,15,100.00%,0.060,1.5546875,,1,4,5,5,0,0,0
TOTAL,,107,45.07%,,,37.50%,,,,,,,
