competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-4B,14285,23.82%,0.71,80.77,8.90%
APIO-2023,Qwen3-4B,20,13.72%,0.25,28.47,0.00%
APIO-2024,Qwen3-4B,5,5.95%,0.47,169.84,0.00%
BOI-2023,Qwen3-4B,8,9.28%,0.32,1.11,0.00%
BOI-2024,Qwen3-4B,22,22.64%,0.44,3.33,0.00%
BOI-2025,Qwen3-4B,12,6.31%,0.07,7.28,0.00%
CCO-2023,Qwen3-4B,103,51.05%,0.58,84.54,25.00%
CCO-2024,Qwen3-4B,94,44.30%,0.96,84.90,37.50%
CEOI-2023,Qwen3-4B,0,0.57%,0.03,0.95,0.00%
CEOI-2024,Qwen3-4B,16,32.88%,0.94,416.47,0.00%
COCI-2023,Qwen3-4B,710,41.59%,0.53,24.86,32.00%
COCI-2024,Qwen3-4B,652,37.87%,0.64,16.73,28.00%
COCI-2025,Qwen3-4B,606,40.45%,0.62,13.71,28.00%
EGOI-2023,Qwen3-4B,100,15.79%,0.21,126.40,12.50%
EGOI-2024,Qwen3-4B,32,23.67%,0.37,78.71,0.00%
EJOI-2023,Qwen3-4B,68,13.47%,0.67,423.08,0.00%
EJOI-2024,Qwen3-4B,146,32.25%,0.81,16.93,16.67%
IATI-2024,Qwen3-4B,125,17.55%,0.09,4.75,0.00%
IOI-2023,Qwen3-4B,5,4.08%,0.32,43.14,0.00%
IOI-2024,Qwen3-4B,45,20.89%,1.21,821.12,0.00%
JOI-2023,Qwen3-4B,150,23.10%,0.52,2.48,5.00%
JOI-2024,Qwen3-4B,23,9.12%,0.13,50.89,0.00%
JOI-2025,Qwen3-4B,110,28.23%,1.01,11.91,20.00%
NOINordic-2023,Qwen3-4B,42,47.94%,2.10,6.73,0.00%
NOINordic-2024,Qwen3-4B,9,18.53%,0.54,3.66,0.00%
NOINordic-2025,Qwen3-4B,67,15.91%,3.77,7.23,0.00%
OOI-2023,Qwen3-4B,473,37.38%,0.47,3.14,17.65%
OOI-2024,Qwen3-4B,488,45.53%,1.42,10.04,17.65%
RMI-2023,Qwen3-4B,4,8.24%,0.72,3.09,0.00%
RMI-2024,Qwen3-4B,9,12.66%,0.24,60.65,0.00%
USACO-2023,Qwen3-4B,4513,32.70%,0.82,17.46,19.15%
USACO-2024,Qwen3-4B,3359,25.40%,0.84,15.39,14.58%
USACO-2025,Qwen3-4B,2269,23.27%,0.72,25.52,11.11%
