problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,0,0.00%,17.78%,0.200,31.4609375,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,100.00%,0.470,66.875,,10,28,30,32,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,40.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,6.00%,59.76%,0.820,48.3359375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,1.00%,12.90%,0.190,12.34765625,,1,0,0,0,0,0,0,0
2023-sp_Council,ACCEPTED,100,100.00%,100.00%,0.730,195.171875,,8,8,6,19,15,22,22,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.00%,0.220,39.1953125,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,18.07%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,13.00%,70.88%,0.160,1.80859375,,6,7,0,0,0,0,0,0
2023-sp_Tourism,ACCEPTED,100,100.00%,100.00%,4.470,29.890625,,5,5,7,18,24,41,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,50,50.00%,78.68%,0.300,34.08984375,,12,13,12,13,0,0,0,0
2023-sp_Bitaro’s_travel,RUNTIME_ERROR,0,0.00%,5.17%,0.150,0.00390625,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,100.00%,0.190,13.671875,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,100.00%,0.260,9.03125,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.180,8.76953125,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,ACCEPTED,100,100.00%,100.00%,0.370,33.78125,,7,7,7,10,20,23,26,0
2023-ho-t5_Modern_Machine,RUNTIME_ERROR,3,3.00%,47.92%,0.310,47.69921875,,3,0,0,0,0,0,0,0
TOTAL,,681,,49.71%,,,30.00%,,,,,,,,
