problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,0,0.00%,5.00%,0.040,0.00390625,,0,0,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,33.33%,38.71%,1.210,0.00390625,,5,0,0,0,0,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.040,1.5546875,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,0.00%,1.56%,1.800,57.046875,,0,0,0,0,0,0,0,0
d1p1,RUNTIME_ERROR,0,0.00%,2.86%,0.170,5.1640625,,0,0,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,0.95%,0.180,5.16796875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.190,13.01171875,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,6.25%,0.040,1.5546875,,1,0,0,0,0,0,0,0
d2p2,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d2p3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,3,20.00%,32.50%,0.040,0.00390625,,3,0,0,0,0,0,0,0
j5,RUNTIME_ERROR,0,0.00%,11.11%,0.040,0,,0,0,0,0,0,0,0,0
TOTAL,,57,,26.52%,,,18.75%,,,,,,,,
