problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,0.000,0,,11,39,0,0,0
dirigent,TIME_LIMIT_EXCEEDED,35,64.29%,1.120,10.97265625,,15,20,0,0,0
baltazar,TIME_LIMIT_EXCEEDED,15,40.62%,4.810,32.8125,,15,0,0,0,0
bomboni,MEMORY_LIMIT_EXCEEDED,63,60.00%,0.280,510.73046875,,13,17,33,0,0
skrivaca,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,0.000,0,,7,19,24,0,0
diskurs,MEMORY_LIMIT_EXCEEDED,20,22.00%,0.240,483.6640625,,20,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,TIME_LIMIT_EXCEEDED,0,42.50%,2.230,1.59765625,,0,0,0,0,0
zastave,RUNTIME_ERROR,0,23.81%,0.060,2.07421875,,0,0,0,0,0
7krokods,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,20,20.00%,0.000,0,,0,20,0,0,0
bojanje,RUNTIME_ERROR,30,33.33%,0.000,0,,30,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
vrsta,TIME_LIMIT_EXCEEDED,45,40.00%,1.120,119.8359375,,19,26,0,0,0
tramvaji,ACCEPTED,50,100.00%,0.050,0,,12,13,25,0,0
ekspert,RUNTIME_ERROR,0,25.00%,0.000,0,,0,0,0,0,0
lampice,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
prijateljice,ACCEPTED,110,100.00%,0.080,7.484375,,20,30,60,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,0.000,0,,5,15,30,0,0
cokolade,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
berilij,RUNTIME_ERROR,0,2.27%,0.160,12.08203125,,0,0,0,0,0
iksevi,RUNTIME_ERROR,0,0.00%,0.170,8.9765625,,0,0,0,0,0
neboderi,TIME_LIMIT_EXCEEDED,33,38.89%,2.860,5.16796875,,11,22,0,0,0
TOTAL,,571,36.51%,,,20.00%,,,,,
