problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
five,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
game,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
lexgcd,RUNTIME_ERROR,0,5.74%,0.130,1.80859375,,0,0,0,0,0,0,0,0
ones,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
travel,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
aquarelle,RUNTIME_ERROR,0,11.24%,0.120,35.53125,,0,0,0,0,0,0,0,0
parentheses,RUNTIME_ERROR,5,73.37%,0.170,21.703125,,0,5,0,0,0,0,0,0
tolls,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
twins,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
walk,RUNTIME_ERROR,0,0.00%,0.120,0.00390625,,0,0,0,0,0,0,0,0
xy,RUNTIME_ERROR,0,0.00%,0.140,0.00390625,,0,0,0,0,0,0,0,0
TOTAL,,5,8.21%,,,0.00%,,,,,,,,
