competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,seed-oss_512,6971,13.29%,0.16,22.94,5.96%
APIO-2023,seed-oss_512,44,11.79%,0.18,8.64,0.00%
APIO-2024,seed-oss_512,0,0.00%,0.00,0.00,0.00%
BOI-2023,seed-oss_512,0,8.74%,0.01,1.07,0.00%
BOI-2024,seed-oss_512,0,2.66%,0.42,11.03,0.00%
BOI-2025,seed-oss_512,0,2.01%,0.09,14.31,0.00%
CCO-2023,seed-oss_512,15,100.00%,0.00,0.00,100.00%
CCO-2024,seed-oss_512,97,38.62%,0.66,15.61,33.33%
CEOI-2023,seed-oss_512,10,1.68%,0.02,0.26,0.00%
CEOI-2024,seed-oss_512,0,10.29%,0.26,291.11,0.00%
COCI-2023,seed-oss_512,0,0.00%,0.00,0.00,0.00%
COCI-2024,seed-oss_512,0,0.00%,0.00,0.00,0.00%
COCI-2025,seed-oss_512,366,23.95%,0.33,8.41,12.00%
EGOI-2023,seed-oss_512,84,12.57%,0.01,1.88,0.00%
EGOI-2024,seed-oss_512,12,10.37%,0.32,76.70,0.00%
EJOI-2023,seed-oss_512,0,1.59%,0.03,14.05,0.00%
EJOI-2024,seed-oss_512,38,9.89%,0.14,34.43,0.00%
IATI-2024,seed-oss_512,0,0.00%,0.00,0.00,0.00%
IOI-2023,seed-oss_512,15,4.67%,0.04,13.78,0.00%
IOI-2024,seed-oss_512,7,5.22%,0.03,3.81,0.00%
JOI-2023,seed-oss_512,10,7.96%,0.15,3.46,0.00%
JOI-2024,seed-oss_512,2,3.64%,0.05,29.21,0.00%
JOI-2025,seed-oss_512,0,0.00%,0.03,4.18,0.00%
NOINordic-2023,seed-oss_512,87,52.49%,0.53,121.82,0.00%
NOINordic-2024,seed-oss_512,4,26.35%,0.07,8.12,0.00%
NOINordic-2025,seed-oss_512,0,2.32%,0.07,2.59,0.00%
OOI-2023,seed-oss_512,198,17.54%,0.03,1.31,5.88%
OOI-2024,seed-oss_512,76,12.66%,0.66,16.93,0.00%
RMI-2023,seed-oss_512,0,1.33%,0.06,34.68,0.00%
RMI-2024,seed-oss_512,100,16.67%,0.03,5.96,16.67%
USACO-2023,seed-oss_512,3568,23.19%,0.49,3.19,16.67%
USACO-2024,seed-oss_512,2009,13.07%,0.43,5.98,6.25%
USACO-2025,seed-oss_512,229,4.17%,0.10,1.46,0.00%
