competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,DeepSeek-R1-Distill-Qwen-7B,30,2.33%,0.00,0.06,2.30%
APIO-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,1.82,0.00%
APIO-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
BOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
BOI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
BOI-2025,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
CCO-2023,DeepSeek-R1-Distill-Qwen-7B,30,66.67%,0.00,0.00,66.67%
CCO-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
CEOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
CEOI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
COCI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
COCI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.03,0.00,0.00%
COCI-2025,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
EGOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
EGOI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
EJOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
EJOI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
IATI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
IOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
IOI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
JOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
JOI-2024,DeepSeek-R1-Distill-Qwen-7B,0,1.04%,0.00,0.00,0.00%
NOINordic-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
NOINordic-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
NOINordic-2025,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
OOI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
RMI-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
RMI-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
USACO-2023,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
USACO-2024,DeepSeek-R1-Distill-Qwen-7B,0,0.00%,0.00,0.00,0.00%
