problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0,,3,3,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,13.10%,0.050,5.27734375,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.240,32.234375,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,4,26.67%,54.69%,1.800,1.8359375,,0,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.090,13.67578125,,3,3,4,4,4,7,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,0.00%,1.90%,5.980,14.28125,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,3.85%,0.110,37.49609375,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,9,36.00%,53.57%,0.050,1.7109375,,1,3,0,5,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,9.38%,0.170,17.0234375,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,3.77%,1.210,4.39453125,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,ACCEPTED,15,100.00%,100.00%,0.070,2.84375,,3,3,5,4,0,0,0,0
j5,RUNTIME_ERROR,6,40.00%,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,132,,55.35%,,,37.50%,,,,,,,,
