competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-o3-mini-high,39633,55.17%,0.74,61.70,34.17%
APIO-2023,gpt-o3-mini-high,109,37.82%,0.99,58.79,0.00%
APIO-2024,gpt-o3-mini-high,105,41.07%,0.30,419.80,33.33%
BOI-2023,gpt-o3-mini-high,92,37.45%,0.91,6.80,0.00%
BOI-2024,gpt-o3-mini-high,282,57.42%,0.36,78.26,33.33%
BOI-2025,gpt-o3-mini-high,132,30.26%,0.94,25.08,16.67%
CCO-2023,gpt-o3-mini-high,161,64.94%,0.11,9.71,56.25%
CCO-2024,gpt-o3-mini-high,159,59.53%,0.70,18.86,56.25%
CEOI-2023,gpt-o3-mini-high,30,10.19%,1.68,190.68,0.00%
CEOI-2024,gpt-o3-mini-high,293,76.14%,0.84,210.69,33.33%
COCI-2023,gpt-o3-mini-high,1682,76.85%,0.32,19.64,76.00%
COCI-2024,gpt-o3-mini-high,1395,70.67%,0.42,16.60,64.00%
COCI-2025,gpt-o3-mini-high,1419,72.15%,0.34,13.55,64.00%
EGOI-2023,gpt-o3-mini-high,370,50.20%,0.45,5.32,37.50%
EGOI-2024,gpt-o3-mini-high,336,51.76%,0.59,7.28,37.50%
EJOI-2023,gpt-o3-mini-high,227,40.96%,0.46,30.03,16.67%
EJOI-2024,gpt-o3-mini-high,382,70.55%,0.61,36.80,50.00%
IATI-2024,gpt-o3-mini-high,428,44.40%,0.49,26.16,27.27%
IOI-2023,gpt-o3-mini-high,112,29.63%,0.90,24.15,0.00%
IOI-2024,gpt-o3-mini-high,67,19.00%,0.60,28.41,0.00%
JOI-2023,gpt-o3-mini-high,543,53.18%,1.20,46.24,20.00%
JOI-2024,gpt-o3-mini-high,359,33.78%,0.95,71.11,10.00%
JOI-2025,gpt-o3-mini-high,284,76.14%,1.28,174.97,40.00%
NOINordic-2023,gpt-o3-mini-high,264,93.90%,1.56,93.89,66.67%
NOINordic-2024,gpt-o3-mini-high,139,67.05%,0.43,5.19,33.33%
NOINordic-2025,gpt-o3-mini-high,192,67.54%,1.66,46.60,33.33%
OOI-2023,gpt-o3-mini-high,952,64.79%,0.79,63.80,47.06%
OOI-2024,gpt-o3-mini-high,992,70.32%,1.09,32.59,47.06%
RMI-2023,gpt-o3-mini-high,240,52.67%,0.29,37.21,33.33%
RMI-2024,gpt-o3-mini-high,163,47.60%,0.76,66.06,0.00%
USACO-2023,gpt-o3-mini-high,11222,72.38%,0.44,35.40,62.50%
USACO-2024,gpt-o3-mini-high,9546,63.44%,0.53,48.95,47.92%
USACO-2025,gpt-o3-mini-high,6956,61.62%,0.84,25.74,50.00%
