problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
More_Gifts,RUNTIME_ERROR,12,25.00%,0.060,15.47265625,,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0
Big_Persimmon,TIME_LIMIT_EXCEEDED,56,76.00%,2.410,1197.7578125,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,19.0,15.0,0,0,0,0,0
Evidence_Board,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draw_Polygon_Lines,TIME_LIMIT_EXCEEDED,36,55.60%,2.410,4.078125,,0,0,4.0,3.0,3.0,3.0,3.0,2.0,0,3.0,0,0,0,0,0,0,0,0,0,7.0,4.0,4.0
Burenka_and_Pether,RUNTIME_ERROR,0,1.57%,0.310,63.328125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost_Certainly,RUNTIME_ERROR,13,17.39%,0.050,9.03125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0
Three_Arrays,RUNTIME_ERROR,0,31.18%,0.020,0.00390625,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallel_Universes,RUNTIME_ERROR,0,0.72%,0.020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paired_roads,RUNTIME_ERROR,0,12.60%,0.100,23.23046875,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legs_warm-up_exercise,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard_problem,ACCEPTED,100,100.00%,0.080,2.84765625,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,14.0,19.0,9.0,1.0,9.0,25.0,0
Yet_another_queries,TIME_LIMIT_EXCEEDED,57,75.47%,1.800,73.484375,,0.0,19.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,12.0,9.0,0,0,0
Lunch,MEMORY_LIMIT_EXCEEDED,16,19.35%,0.020,0.00390625,,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tournament,MEMORY_LIMIT_EXCEEDED,80,97.15%,0.250,257.4765625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,12.0,9.0,10.0,9.0,8.0,10.0
You_need_to_train_more,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorful_graph,ACCEPTED,100,100.00%,0.040,3.359375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,15.0,16.0,14.0,13.0,12.0,11.0,0
Space_accident,ACCEPTED,100,100.00%,0.100,2.84765625,,0.0,15.0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,10.0,15.0,24.0,20.0,0,0,0
TOTAL,,570,41.89%,,,17.65%,,,,,,,,,,,,,,,,,,,,,,
