problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.00%,0.100,3.30859375,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,RUNTIME_ERROR,0,0.00%,7.78%,0.040,36.0546875,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,21,21.00%,69.93%,0.550,7.62109375,,15,6,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,100.00%,1.700,139.07421875,,10,28,30,32,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,40.00%,0.020,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,6.00%,62.35%,0.050,39.0,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,25,25.00%,58.82%,0.820,18.1015625,,1,14,10,0,0,0,0,0
2023-sp_Council,ACCEPTED,100,100.00%,100.00%,2.620,68.890625,,8,8,6,19,15,22,22,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.00%,0.040,3.109375,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,42.06%,0.010,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,13.00%,70.88%,0.020,1.55078125,,6,7,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,35,35.00%,89.89%,4.820,37.1328125,,5,5,7,18,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,50,50.00%,79.13%,0.250,21.91796875,,12,13,12,13,0,0,0,0
2023-sp_Bitaro’s_travel,ACCEPTED,100,100.00%,100.00%,0.140,41.1640625,,5,10,30,55,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.040,14.703125,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,TIME_LIMIT_EXCEEDED,54,54.00%,89.94%,2.410,17.1484375,,7,7,7,10,0,23,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,45.36%,2.970,1.8125,,3,0,0,0,0,0,0,0
TOTAL,,515,,58.78%,,,17.65%,,,,,,,,
