competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,claude-sonnet-4.5,30030,57.33%,1.52,114.56,21.14%
APIO-2023,claude-sonnet-4.5,190,77.51%,1.66,108.84,0.00%
APIO-2024,claude-sonnet-4.5,65,47.32%,0.66,15.32,0.00%
BOI-2023,claude-sonnet-4.5,110,63.23%,1.01,6.41,0.00%
BOI-2024,claude-sonnet-4.5,213,61.07%,1.83,28.96,0.00%
BOI-2025,claude-sonnet-4.5,195,51.69%,1.43,307.79,16.67%
CCO-2023,claude-sonnet-4.5,116,54.29%,0.94,116.16,40.00%
CCO-2024,claude-sonnet-4.5,150,58.51%,1.22,91.71,50.00%
CEOI-2023,claude-sonnet-4.5,40,24.68%,2.36,74.20,0.00%
CEOI-2024,claude-sonnet-4.5,174,70.93%,2.10,197.43,0.00%
COCI-2023,claude-sonnet-4.5,897,74.95%,1.25,49.94,60.00%
COCI-2024,claude-sonnet-4.5,1159,66.84%,1.16,76.18,44.00%
COCI-2025,claude-sonnet-4.5,1143,74.77%,1.26,41.74,59.09%
EGOI-2023,claude-sonnet-4.5,236,35.03%,0.24,145.52,28.57%
EGOI-2024,claude-sonnet-4.5,244,61.78%,1.85,27.01,16.67%
EJOI-2023,claude-sonnet-4.5,99,24.79%,1.01,467.67,0.00%
EJOI-2024,claude-sonnet-4.5,254,58.02%,1.49,30.43,16.67%
IATI-2024,claude-sonnet-4.5,479,50.12%,0.67,14.15,27.27%
IOI-2023,claude-sonnet-4.5,131,43.27%,1.58,75.48,0.00%
IOI-2024,claude-sonnet-4.5,77,36.69%,1.41,609.26,0.00%
JOI-2023,claude-sonnet-4.5,413,63.40%,2.79,133.96,5.26%
JOI-2024,claude-sonnet-4.5,243,39.39%,2.00,192.00,0.00%
JOI-2025,claude-sonnet-4.5,275,76.29%,1.78,31.98,40.00%
NOINordic-2023,claude-sonnet-4.5,222,89.35%,1.80,162.65,66.67%
NOINordic-2024,claude-sonnet-4.5,154,70.42%,0.84,98.68,33.33%
NOINordic-2025,claude-sonnet-4.5,172,70.70%,3.71,15.04,33.33%
OOI-2023,claude-sonnet-4.5,717,66.31%,2.01,54.65,18.75%
OOI-2024,claude-sonnet-4.5,520,56.65%,2.30,152.44,12.50%
RMI-2023,claude-sonnet-4.5,154,56.98%,1.13,9.22,0.00%
RMI-2024,claude-sonnet-4.5,155,49.18%,0.75,66.18,16.67%
USACO-2023,claude-sonnet-4.5,8865,59.53%,1.49,89.38,41.67%
USACO-2024,claude-sonnet-4.5,6650,48.68%,1.65,107.40,18.75%
USACO-2025,claude-sonnet-4.5,5518,52.03%,1.28,68.09,30.56%
