competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,2241,796,1648,320,1092,4197,593,207
APIO-2023,0,0,7,0,2,15,0,0
APIO-2024,1,0,6,1,10,6,0,0
BOI-2023,2,0,4,0,3,38,0,1
BOI-2024,1,0,9,1,7,30,0,0
BOI-2025,0,0,13,0,3,32,0,0
CCO-2023,0,0,0,0,0,0,0,0
CCO-2024,0,0,0,0,0,0,0,0
CEOI-2023,0,0,7,2,11,26,1,1
CEOI-2024,0,0,6,1,12,27,2,0
COCI-2023,0,0,0,0,0,0,0,0
COCI-2024,0,0,0,0,0,0,0,0
COCI-2025,0,0,0,0,0,0,0,0
EGOI-2023,0,0,0,0,0,0,0,0
EGOI-2024,6,0,5,0,2,41,10,0
EJOI-2023,0,0,19,1,11,16,1,0
EJOI-2024,0,0,0,0,0,0,0,0
IATI-2024,9,8,23,3,5,38,1,1
IOI-2023,0,0,6,1,13,28,0,0
IOI-2024,0,0,13,3,5,27,0,0
JOI-2023,9,0,14,3,22,107,2,3
JOI-2024,7,0,25,3,28,93,2,2
JOI-2025,14,0,8,1,4,13,0,0
NOINordic-2023,14,0,0,1,0,8,1,0
NOINordic-2024,4,0,0,2,1,17,0,0
NOINordic-2025,3,0,10,0,5,6,0,0
OOI-2023,15,0,26,19,0,60,16,0
OOI-2024,28,0,25,3,0,54,25,1
RMI-2023,0,0,7,6,6,27,1,1
RMI-2024,3,0,8,0,8,29,0,0
USACO-2023,0,0,0,0,0,0,0,0
USACO-2024,0,0,0,0,0,0,0,0
USACO-2025,73,63,57,6,20,67,0,2
