competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,seed-oss_16384,11246,36.76%,0.57,51.67,20.19%
APIO-2023,seed-oss_16384,113,44.78%,1.62,42.37,0.00%
APIO-2024,seed-oss_16384,105,39.29%,0.20,17.50,33.33%
BOI-2023,seed-oss_16384,169,61.85%,0.41,9.16,16.67%
BOI-2024,seed-oss_16384,193,44.32%,0.46,35.52,16.67%
BOI-2025,seed-oss_16384,0,10.61%,0.99,24.96,0.00%
CCO-2023,seed-oss_16384,15,100.00%,0.01,0.00,100.00%
CCO-2024,seed-oss_16384,30,66.67%,0.01,0.00,66.67%
CEOI-2023,seed-oss_16384,0,0.91%,0.02,0.50,0.00%
CEOI-2024,seed-oss_16384,74,43.88%,0.23,229.63,0.00%
COCI-2023,seed-oss_16384,0,0.00%,0.00,0.00,0.00%
COCI-2024,seed-oss_16384,0,0.00%,0.00,0.00,0.00%
COCI-2025,seed-oss_16384,0,0.00%,0.00,0.00,0.00%
EGOI-2023,seed-oss_16384,0,0.00%,0.00,0.00,0.00%
EGOI-2024,seed-oss_16384,235,42.23%,0.64,8.56,25.00%
EJOI-2023,seed-oss_16384,92,19.21%,0.65,417.72,0.00%
EJOI-2024,seed-oss_16384,0,0.00%,0.00,0.00,0.00%
IATI-2024,seed-oss_16384,290,26.16%,0.31,14.10,18.18%
IOI-2023,seed-oss_16384,100,24.76%,0.87,45.60,0.00%
IOI-2024,seed-oss_16384,122,47.18%,1.26,419.02,0.00%
JOI-2023,seed-oss_16384,229,32.04%,0.49,23.36,10.00%
JOI-2024,seed-oss_16384,460,38.94%,1.05,21.92,15.00%
JOI-2025,seed-oss_16384,256,67.93%,1.73,26.82,40.00%
NOINordic-2023,seed-oss_16384,229,89.73%,0.21,30.12,66.67%
NOINordic-2024,seed-oss_16384,100,35.29%,0.04,4.92,33.33%
NOINordic-2025,seed-oss_16384,100,38.71%,3.71,10.82,33.33%
OOI-2023,seed-oss_16384,823,59.39%,0.45,103.47,29.41%
OOI-2024,seed-oss_16384,1037,66.79%,0.86,38.21,52.94%
RMI-2023,seed-oss_16384,113,46.12%,0.60,91.93,0.00%
RMI-2024,seed-oss_16384,191,44.42%,0.57,18.89,16.67%
USACO-2023,seed-oss_16384,0,0.00%,0.00,0.00,0.00%
USACO-2024,seed-oss_16384,333,33.33%,0.01,0.54,33.33%
USACO-2025,seed-oss_16384,5837,51.64%,0.74,17.93,38.89%
