competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,1031,247,292,47,172,1154,92,373
APIO-2023,0,0,3,0,2,15,0,4
APIO-2024,3,0,1,1,11,5,0,3
BOI-2023,4,0,17,0,0,21,0,6
BOI-2024,14,0,0,0,2,29,0,3
BOI-2025,0,0,9,0,1,32,0,6
CCO-2023,42,0,2,1,2,67,0,14
CCO-2024,59,0,3,1,4,34,0,27
CEOI-2023,0,0,8,1,14,22,0,3
CEOI-2024,1,0,1,1,0,42,0,3
COCI-2023,115,0,4,2,9,54,8,8
COCI-2024,95,1,10,3,11,68,0,12
COCI-2025,93,3,10,2,14,57,16,5
EGOI-2023,17,0,8,1,0,29,9,0
EGOI-2024,13,0,0,0,4,33,7,7
EJOI-2023,1,0,9,1,4,28,0,5
EJOI-2024,22,0,8,0,3,13,0,2
IATI-2024,14,5,12,0,3,34,5,15
IOI-2023,0,0,1,2,2,38,0,5
IOI-2024,0,0,9,1,4,27,0,7
JOI-2023,15,0,14,1,8,74,4,44
JOI-2024,16,0,26,2,16,64,5,31
JOI-2025,10,0,4,0,3,18,1,4
NOINordic-2023,14,0,2,0,0,4,3,1
NOINordic-2024,8,0,0,0,0,14,0,2
NOINordic-2025,2,0,7,0,1,14,0,0
OOI-2023,29,0,10,6,0,68,10,13
OOI-2024,20,0,10,1,0,68,21,16
RMI-2023,10,0,5,3,3,25,0,2
RMI-2024,5,0,14,0,2,15,3,9
USACO-2023,181,90,30,8,12,35,0,28
USACO-2024,112,91,33,7,27,63,0,51
USACO-2025,116,57,22,2,10,44,0,37
